ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,xcoord,ycoord,zcoord
MH,,"1570",NZ29434001,CH,C,"91080",429417.499,543007.904,91.189040721854
MH,,,NZ29434002,CH,F,"91220",429423.84,543020.113,91.2778069547461
MH,"91146","2097",NZ29424907,CH,C,"91090",429429.391,542986.569,90.8547559900664
MH,"91120","2103",NZ29424901,CH,C,"91160",429431.031,542983.627,90.8086584911696
MH,,"2050",NZ29424902,CH,C,"91190",429433.546,542979.128,90.7381096688747
MH,,,NZ29424906,CH,C,"91180",429439.151,542987.677,90.7911804889627
Null,,,NZ29424904,ZZZ,S,"91220",429445.117,542997.894,90.8603195761584
MH,,,NZ29434004,CH,C,"91140",429453.849,543066.07,91.3656268749997
MH,,,NZ29434003,CH,F,"91340",429465.141,543048.062,91.2721116203094
MH,,,NZ29422804,CH,C,"90790",429292.232,542861.407,90.5074920386313
MH,"91500","1650",NZ29423804,CH,C,"91240",429353.679,542864.594,90.0643403355413
MH,"91300","1400",NZ29423805,CH,C,"91130",429351.698,542877.534,90.2262866114791
MH,,,NZ29423806,CH,C,"91170",429357.641,542878.35,90.1891745518761
MH,,,NZ29423802,CH,C,"91250",429368.898,542879.807,90.1178748686539
Null,,,NZ29423809,CE,C,"91100",429351.171,542880.805,90.267428365343
MH,,,NZ29422806,CH,C,"90620",429293.017,542888.649,90.8097816456952
MH,"90348","2430",NZ29422810,CH,C,"90550",429289.009,542890.656,90.8637621390722
MH,,,NZ29423801,CH,C,"90740",429313,542892,90.691869205298
MH,,,NZ29423807,CH,C,"91000",429349.255,542894.786,90.4406530596022
MH,,,NZ29422809,CH,C,"90560",429292.878,542896.779,90.9029070143484
MH,,,NZ29422805,CH,C,"90520",429287.525,542898.321,90.9621129657834
MH,,,NZ29422807,CH,C,"90560",429290.022,542899.659,90.9577863256069
MH,,,NZ29422903,CH,C,"90560",429280.935,542900.579,91.0390723984551
MH,,,NZ29422906,CH,C,"90510",429290.349,542906.074,91.027861461369
MH,,,NZ29423911,CH,C,"90790",429338.769,542911.915,90.7163552991177
HC,,,NZ29423907,CH,C,"90610",429319,542916,90.9167831125828
MH,,"1850",NZ29423908,CH,C,"90640",429324,542919,90.9117511037527
MH,,"1490",NZ29422905,CH,S,"90540",429298.26,542919.044,91.1129985077261
MH,,,NZ29423906,CH,C,"90570",429316,542921,90.9967864238411
MH,,,NZ29423912,CH,C,"90680",429333.379,542923.992,90.8951185761585
MH,,,NZ29422901,CH,C,"90870",429274,542931,90.9506553819444
MH,,,NZ29423905,CH,C,"90690",429304.033,542944.886,91.052837847222
MH,,,NZ29424905,CH,C,"91360",429458.832,542946.098,90.1669622229581
MH,,"1100",NZ29423910,CH,S,"90670",429356.954,542950.828,91.0150699028693
HC,,,NZ29423903,CH,C,"90910",429386,542952,90.801805187638
MH,,"2140",NZ29423902,CH,C,"90840",429383,542956,90.8704873068433
MH,,"530",NZ29423904,CH,C,"90540",429331.493,542959.801,91.1378498697918
MH,,,NZ29423913,CH,C,"90750",429376.324,542966.896,91.0459099205291
MH,,,NZ29422907,CH,C,"90960",429292.041,542968.284,90.902246059028
Null,,,NZ29426920,J,C,"92040",429618.749,542959.997,89.8945616904927
MH,,,NZ29426902,CH,C,"92050",429621.497,542957.005,89.8511367981879
MH,,,NZ29426904,CH,C,"92170",429631.997,542974.002,90.3502297069328
MH,,"1750",NZ2942P004,CH,F,"91540",429645.708,542905.547,89.1909459925868
MH,,"1450",NZ2942P020,CH,S,"91540",429648.098,542905.361,89.1865189135095
MH,,"860",NZ2942P017,CH,S,"91390",429650.056,542891.882,89.017472901153
MH,,,NZ29426810,CH,C,"90790",429651.937,542856.661,88.5786185313011
MH,,"680",NZ2942P003,CH,S,"91090",429653.267,542870.025,88.7433228443166
MH,,,NZ29426909,CH,F,"92110",429654.501,542978.495,90.6622517762686
CSO,,,NZ29426916,CH,C,"91860",429666.136,542943.132,89.9212919228016
MH,,"1720",NZ2942P005,CH,F,"91910",429666.865,542953.171,90.1682696890629
MH,,,NZ29426906,CH,C,"91880",429667.08,542948.849,90.0667452144401
MH,,"2140",NZ29426908,CH,F,"92040",429670.383,542980.378,90.8516236883492
MH,,,NZ29426809,CH,C,"91610",429672.106,542870.936,88.7379333014825
MH,,"2290",NZ29426913,CH,S,"91860",429673.294,542947.983,90.1024659220873
MH,,,NZ29426912,CH,F,"91700",429675.504,542921.973,89.4998098463189
MH,,"2820",NZ29426905,CH,S,"91830",429677.445,542945.124,90.0717275410997
MH,,,NZ29426911,CH,S,"91660",429680.007,542918.95,89.4683429020716
MH,,"2220",NZ2942P031,CH,F,"91020",429593,542852,88.5730004118616
MH,,"2090",NZ2942P051,CH,F,"91220",429590.757,542871.189,88.8131754604615
MH,,,NZ29424801,CH,C,"92290",429487.5,542882,89.2177113686534
MH,,"2090",NZ2942P029,CH,F,"91330",429588.672,542884.555,88.9809314028013
MH,,"1890",NZ2942P016,CH,S,"91480",429585.876,542895.058,89.1137800049419
MH,,"2250",NZ2942P001,CH,F,"91480",429587.136,542896.027,89.1246911260297
MH,,"1880",NZ2942P018,CH,S,"91440",429604.391,542898.251,89.137003379737
MH,,"2190",NZ2942P002,CH,F,"91430",429605.366,542899.37,89.1500290065897
MH,,"1770",NZ2942P019,CH,S,"91450",429615.769,542900.263,89.1518930831965
MH,,,NZ29426901,CH,F,"91980",429600.823,542951.377,89.7996021128498
MH,,,NZ29426918,CH,F,"91980",429604.466,542952.904,89.8153273970343
MH,,,NZ2942P093,CH,S,"92030",429611.88,542955.342,89.839018301482
MH,,,NZ2942P090,CH,S,"92030",429613.404,542956.239,89.8488017191097
Null,,,NZ2942P092,PC,F,"92030",429612.79,542958.499,89.8773985922564
MH,,,NZ2942P089,CH,C,"92030",429614.446,542959.033,89.8825592100501
Null,,,NZ2942A007,ATC,C,"92040",429617.086,542959.589,89.8871207619444
MH,,,NZ29425901,CH,F,"91430",429545.005,542966.002,90.030610591433
Null,,,NZ29425902,ZZZ,F,"91770",429562.517,542975.254,90.1299314118611
MH,,,NZ29426903,CH,S,"92230",429603.931,542976.13,90.1461971837026
MH,,"1040",NZ29421816,CH,S,"88350",429109.406,542868.694,90.3383193229167
Null,,,NZ2942WC05,ZZZ,W,"89680",429111.098,542918.853,90.1567704079861
MH,"88292","1590",NZ29421805,CH,C,"88080",429111.719,542863.138,90.3713218749998
MH,,"1580",NZ29421806,CH,C,"87750",429112.269,542853.441,90.410942439236
MH,,"1450",NZ29421807,CH,C,"87590",429112.5,542848,90.4327734375
MH,,,NZ29421817,CH,C,"87480",429118.669,542847.045,90.4682050434026
MH,,,NZ29431001,CH,F,"90370",429121,543081,89.5723747106481
MH,,,NZ29431004,CH,F,"90250",429123,543004,89.8951432291667
MH,,,NZ29421818,CH,C,"87580",429124.962,542848.234,90.4961429687498
MH,,"1800",NZ29421801,CH,C,"87710",429125,542896,90.3151432291667
MH,,,NZ29421819,CH,C,"87850",429133.524,542849.851,90.5341568489581
MH,,"1450",NZ29431002,CH,F,"90440",429136.095,543047.069,89.7992862586804
MH,,,NZ29421901,CH,C,"90360",429138.898,542988.318,90.0366054340278
MH,,,NZ29421802,CH,C,"88190",429139.012,542882.934,90.436957204861
MH,"88385","1541",NZ29421815,CH,C,"88260",429141.43,542868.799,90.503044765625
MH,,,NZ29421820,CH,C,"87560",429141.751,542851.405,90.5706823697915
MH,,,NZ29421902,CH,C,"88450",429144,542909,90.3637977430556
MH,,,NZ29421821,CH,C,"87680",429150.156,542852.993,90.6079967274306
MH,,,NZ29431105,CH,F,"90500",429153,543117,89.3913538773148
MH,,,NZ29421822,CH,C,"87730",429159.078,542854.678,90.6476089062501
MH,,,NZ29421903,CH,C,"90570",429194,542970,90.3902126736111
MH,,,NZ29421813,CH,C,"89480",429196,542890,90.7039973958333
MH,"89300","2150",NZ29422808,CH,C,"89280",429202.019,542880.584,90.7707515451386
MH,,,NZ29432001,CH,F,"91080",429223,543038,90.2817925347222
MH,,,NZ29432002,CH,C,"91020",429229.343,543087.815,90.0655146383107
MH,,,NZ29432004,CH,C,"91110",429237.434,543072.161,90.2266314149307
Null,,,NZ29432007,J,C,"91190",429248.356,543051.937,90.3596657552083
MH,,,NZ29422904,CH,C,"91070",429254.244,542961.244,90.7340608333336
MH,,"1680",NZ29432003,CH,C,"91290",429264,543023,90.5500998263889
MH,,,NZ29432102,CH,C,"91000",429264.941,543108.267,90.0524885457176
MH,,,NZ29422902,CH,C,"90720",429270,542910,91.0096918402778
MH,,,NZ28439003,CH,C,"89190",428952.5,543046,88.8566796875
MH,,,NZ28429913,CH,C,"89420",428962.05,542957.108,89.2431250347221
MH,,,NZ28429809,CH,C,"89230",428963,542862,89.633125
MH,,"2300",NZ28429907,CH,S,"89510",428965.101,542957.977,89.2555602864586
MH,,"1700",NZ28429903,CH,S,"90510",428965.989,542908.095,89.4493615538196
MH,,,NZ28429808,CH,C,"89340",428970,542847,89.7308266129032
MH,,"2100",NZ28429906,CH,S,"89560",428975.652,542948.993,89.3440438107638
MH,,,NZ28429902,CH,C,"90040",428976.5,542989,89.1966536458333
MH,,,NZ28439002,CH,C,"90770",428977.201,543035.539,89.0237270052084
MH,,,NZ28429901,CH,C,"89820",428990.308,542945.165,89.4341349565972
MH,,,NZ28439006,CH,C,"90770",428991,543029,89.1196831597222
MH,,"2000",NZ28429905,CH,S,"89880",428994.613,542940.27,89.4749013194444
MH,,,NZ28439004,CH,C,"90500",428996.251,543061.567,89.0232188802081
MH,,,NZ29430002,CH,C,"91000",429002,543045,89.1157074652778
Null,,,NZ29430003,J,C,"90940",429002.5,543026,89.1903602430556
MH,,,NZ29430001,CH,C,"90980",429014.834,543087.459,88.9628743686338
MH,,"1900",NZ29420906,CH,S,"90950",429018.561,542928.633,89.6425270225693
MH,"88979","2780",NZ29420801,CH,C,"89120",429026.979,542847.311,89.9944194357639
MH,,"1700",NZ29420908,CH,S,"90680",429033.912,542960.889,89.5993206163196
MH,,"1750",NZ29420907,CH,S,"90880",429034.106,542944.956,89.6607612152779
MH,,"1020",NZ29420901,CH,C,"91000",429046,542990,89.5512196180556
MH,"88674","2300",NZ29420814,CH,C,"88690",429054.47,542853.315,90.1133943142365
MH,,"1650",NZ29420816,CH,S,"90540",429055.869,542885.496,89.9985324131943
MH,,,NZ29420903,CH,C,"90500",429063.5,542945,89.8121571180556
MH,,,NZ29420905,CH,C,"90940",429064.955,542910.511,89.9504901302082
Null,,,NZ29420815,J,C,"88130",429082.179,542847.862,90.2769542708335
MH,,,NZ29420904,CH,C,"90330",429084.499,542905.253,90.0712095920138
MH,,,NZ29420902,CH,C,"90780",429092.5,542988,89.7985720486111
Null,,,NZ2942WC04,J,W,"88350",429106.107,542867.537,90.3256978211806
MH,,,NZ2942WC01,CH,W,"87860",429107.509,542854.103,90.3838874565973
MH,,,NZ29431003,CH,F,"90150",429109,543019.5,89.7641579861111
Null,,,NZ2942P071,ZZZ,C,"88380",429071.305,542777.96,90.4860516493057
Null,,,NZ2942A005,ATC,C,"88380",429071.236,542779.592,90.4795050347223
Null,,,NZ29420710,J,C,"88280",429071.151,542781.624,90.471358559028
MH,,,NZ2942P070,CH,C,"88280",429073.02,542781.671,90.4808173003474
MH,,,NZ2942P048,CH,C,"88270",429072.465,542795.486,90.4255497222222
MH,,,NZ29420813,CH,C,"88270",429070.595,542800.661,90.3962766753472
MH,,,NZ29420812,CH,C,"88270",429074.981,542803.628,90.4076369618056
MH,,,NZ2942P102,CH,C,"89130",429049.911,542806.496,90.2674902951389
Null,,,NZ2942A008,ATC,C,"89130",429049.734,542809.67,90.2545373784721
MH,,,NZ29420811,CH,C,"87350",429087.67,542815.435,90.4282759114581
Null,,,NZ29420823,ZZZ,C,"89290",429044.836,542816.999,90.2014802170141
MH,,"1370",NZ29420807,CH,C,"88580",429058.91,542827.24,90.2352010416669
MH,,"800",NZ29420809,CH,C,"88140",429065.786,542828.351,90.2664409461806
MH,,"680",NZ29420802,CH,C,"87440",429099.112,542834.439,90.4151838975695
MH,,,NZ29421808,CH,C,"87470",429112,542836,90.4757161458333
HC,,"1530",NZ29420808,CH,C,"88520",429057.626,542837.49,90.1896980381944
MH,,"740",NZ29420806,CH,C,"87970",429074.503,542839.219,90.2701612760416
MH,,"930",NZ29420805,CH,C,"87980",429082.023,542840.851,90.3027454427082
MH,,"870",NZ29420804,CH,C,"87840",429090.156,542841.621,90.3417603038194
MH,,"470",NZ29420803,CH,C,"87760",429098.544,542842.876,90.3802502083331
MH,,"1520",NZ29420810,CH,C,"88490",429057.365,542843.38,90.1660091145833
MH,,,NZ28429709,CH,F,"89190",428955,542769,90.1967524038462
MH,"89129","3170",NZ28429816,CH,C,"89280",428972.498,542835.366,89.7978576612902
MH,,,NZ28429806,CH,F,"89240",428975.5,542808,89.9469556451613
MH,,,NZ28429807,CH,F,"89170",428976.5,542801,89.9857862903226
MH,,,NZ28429710,CH,F,"89040",428978.5,542791.5,90.0404032258064
MH,,,NZ28429818,CH,C,"89190",428978.731,542822.472,89.8824858870971
MH,,,NZ28429711,CH,F,"89020",428982,542768,90.2119302884615
MH,,,NZ28429805,CH,F,"89320",428983.5,542809,89.9657056451613
Null,,,NZ28429820,J,C,"89140",428987.656,542838.695,89.8260394758068
MH,,"1080",NZ28429819,CH,C,"89210",428990.371,542824.991,89.9043184274191
Null,,,NZ28429817,ZZZ,F,"89410",428998.92,542810.373,90.004685846774
MH,,,NZ29420817,CH,C,"89110",429016.738,542831.195,90.0027487586808
MH,,,NZ2942P100,CH,C,"89390",429032.901,542805.623,90.1830941232639
MH,,,NZ2942P098,CH,C,"89660",429032.976,542799.27,90.2075803298612
MH,,,NZ2942P095,CH,C,"89730",429033.318,542775.136,90.3008937499999
MH,,,NZ2942P096,CH,C,"89890",429033.375,542785.955,90.2601468315974
Null,,,NZ2942P099,PC,C,"89660",429033.92,542797.73,90.2182896701389
Null,,,NZ2942P097,PC,C,"89890",429034.631,542788.135,90.2583534635416
Null,,,NZ29420818,ZZZ,C,"89180",429037.797,542835.384,90.0954436631947
MH,,,NZ2942P101,CH,C,"89440",429038.445,542805.876,90.210720642361
MH,,,NZ29424705,CH,C,"91400",429434.271,542740.45,88.030335832229
MH,,,NZ29424714,CH,C,"91210",429474.26,542748.094,87.8049961346582
MH,,,NZ29424706,CH,C,"91370",429432.964,542748.888,88.1360574966893
MH,,"1600",NZ29423713,CH,S,"91250",429352.899,542750.189,88.7752226699783
MH,,"1950",NZ29423714,CH,F,"91250",429354.387,542752.352,88.7881053222954
MH,,,NZ29423715,CH,S,"91120",429393.718,542755.055,88.5119594337755
MH,,,NZ29424711,CH,C,"91470",429473.081,542756.593,87.9104101048564
MH,,,NZ29423716,CH,F,"91140",429395.202,542757.217,88.5248619613681
MH,,,NZ29424707,CH,C,"91310",429431.519,542759.087,88.2627920584998
MH,,,NZ29424713,CH,C,"91280",429431.056,542762.124,88.3007855099334
MH,,,NZ29424710,CH,C,"91730",429470.655,542769.058,88.0704494216329
MH,"91596","4210",NZ29423721,CH,C,"91190",429311.775,542769.206,89.3112486666666
MH,,,NZ29424708,CH,C,"91170",429424.48,542771.049,88.4531141423842
MH,,,NZ29423717,CH,F,"91350",429350.871,542775.46,89.07713712362
MH,,"2750",NZ29423718,CH,C,"91290",429348.847,542776.273,89.1021266655633
MH,"91840","4320",NZ29423719,CH,C,"91230",429310.631,542776.497,89.4027136677702
MH,,,NZ29424709,CH,C,"91700",429474.559,542777.718,88.1380431920528
MH,,"4500",NZ29423703,CH,C,"91220",429313.502,542780.538,89.4260713399554
MH,"91960","4480",NZ29423704,CH,C,"91220",429310.322,542780.56,89.4511215982347
MH,"92200","3020",NZ29423720,CH,C,"91300",429344.383,542781.814,89.199672649007
MH,"92310","2810",NZ29423722,CH,C,"91750",429366.152,542784.43,89.0595099094928
MH,"91929","4432",NZ29423723,CH,C,"91180",429309.545,542784.634,89.5033040485648
MH,,"1600",NZ29423706,CH,C,"91320",429340.135,542785.048,89.269416033112
FC,,,NZ29423702,CH,C,"91300",429331,542786,89.3514387417219
MH,,,NZ29424701,CH,C,"91540",429429,542795,88.689016004415
MH,,"1640",NZ29424724,CH,C,"91880",429458.16,542798.068,88.4963271699773
HC,,,NZ29424804,CH,S,"91940",429454.871,542802.32,88.5701161743938
MH,,"1350",NZ29423803,CH,C,"91250",429332.704,542829.465,89.8302246589398
MH,,,NZ29424805,CH,F,"92680",429454.491,542835.484,88.9485358520979
MH,,,NZ29424806,CH,S,"92680",429451.07,542837.671,88.9999760783661
MH,"91868","2130",NZ29423808,CH,C,"91420",429357.939,542838.025,89.7303233454748
MH,,,NZ28429605,CH,F,"89240",428948.99,542689.969,90.2097904807695
MH,,,NZ28429606,CH,F,"89280",428954.727,542687.715,90.2102661346152
MH,,,NZ28429607,CH,F,"89350",428961.918,542686.129,90.2040766274492
MH,,,NZ28429718,CH,F,"89220",428965.161,542744.014,90.4162608269234
MH,,,NZ28429715,CH,F,"89380",428965.813,542735.194,90.4930413076922
MH,,,NZ28429610,CH,F,"89510",428967,542699.5,90.3150769230769
MH,,,NZ28429724,CH,F,"89630",428968.465,542706.032,90.3596207692309
MH,,,NZ28429608,CH,F,"89230",428974.558,542682.693,89.9628650196065
MH,,,NZ28429714,CH,F,"89260",428975.088,542735.871,90.4893894374996
MH,,,NZ28429609,CH,F,"89480",428977.595,542694.291,90.3094156730767
MH,,,NZ28429725,CH,F,"89680",428980.258,542704.139,90.3777255961536
MH,,,NZ28429712,CH,F,"89020",428983.5,542761,90.2731033653846
MH,,,NZ28429713,CH,F,"89050",428984.345,542743.268,90.4273532403843
MH,,,NZ28429726,CH,F,"89720",428991.473,542703.797,90.4040569423078
MH,,"2310",NZ28429611,CH,C,"88870",428999.402,542662.321,88.9354763137253
MH,,,NZ29420602,CH,C,"88870",429014.773,542658.603,88.4271806470594
MH,,,NZ29420702,CH,C,"89180",429020,542735.5,90.5034086538462
MH,,,NZ29420607,CH,C,"90130",429020.5,542696,90.1341568627451
MH,,,NZ29420704,CH,C,"90260",429020.5,542709,90.5102596153846
MH,,,NZ29420703,CH,C,"90370",429031.5,542708,90.5319326923077
MH,,,NZ29420606,CH,C,"90350",429032,542695,90.0010784313725
Null,,,NZ2942WC06,ZZZ,W,"89500",429032.12,542763.927,90.341598830645
Null,,,NZ29420706,ZZZ,C,"89670",429033.776,542726.056,90.5887649423078
MH,,,NZ29420701,CH,C,"90110",429057,542738,90.5638758680555
MH,,"2250",NZ29420605,CH,C,"90590",429057,542693.5,89.6858815789474
MH,,"1950",NZ29420604,CH,C,"89200",429063,542667.5,89.4137236842105
MH,,,NZ29420603,CH,C,"88070",429067.053,542646.025,89.1289926052647
MH,,,NZ29420709,CH,C,"88570",429071.547,542766.368,90.5312725868056
MH,,,NZ29420708,CH,C,"90590",429074.634,542701.329,90.2814045962347
MH,,"1820",NZ2942WC02,CH,W,"86650",429101.155,542645.37,89.0527639435143
MH,,,NZ29421610,CH,C,"87650",429101.341,542669.541,89.4961044518822
MH,,,NZ29421609,CH,C,"86900",429102.248,542651.375,89.1550513577404
MH,,,NZ29424608,CH,C,"90200",429455.814,542618.729,87.5800241507344
MH,,"3480",NZ29424623,CH,C,"90140",429424,542627.5,87.1858253676471
MH,"89244","2490",NZ29423602,CH,C,"89300",429338.215,542628.087,86.9558220920511
MH,,,NZ29424607,CH,C,"90140",429453.944,542629.384,87.3638684705891
MH,,,NZ29424605,CH,C,"90110",429428.146,542632.282,87.1244256029411
MH,,,NZ29424603,CH,C,"90130",429455.803,542632.415,87.3194587279406
MH,,,NZ29423603,CH,C,"89000",429341,542633,87.025320083682
MH,,,NZ29424601,CH,C,"90110",429452.462,542634.441,87.2570316507355
MH,,,NZ29424606,CH,C,"90090",429451.408,542639.914,87.1453344338237
MH,,,NZ29424609,CH,C,"90180",429450.525,542646.964,87.0048435551465
MH,,,NZ29424610,CH,C,"90170",429448.515,542657.213,86.7954152352944
MH,,,NZ29424611,CH,C,"90230",429447.43,542665.074,86.8167979497913
MH,,,NZ29424614,CH,C,"90280",429445.617,542674.387,87.0017583389117
MH,,,NZ29424612,CH,C,"90350",429444.421,542682.897,87.1673137824269
MH,,,NZ29424624,CH,F,"90430",429411.151,542689.176,87.5325089602505
MH,,,NZ29424625,CH,S,"90520",429412.887,542692.25,87.5760420104604
MH,,,NZ29424613,CH,C,"90530",429442.505,542693.214,87.3715202824274
MH,"90156","3020",NZ29423606,CH,C,"90990",429325.656,542695.641,88.2930324748943
MH,,"3000",NZ29424720,CH,F,"90700",429408.417,542701.809,87.7854673138076
Null,,"3130",NZ29423701,J,C,"91000",429324.255,542703.467,88.4475409623421
MH,,,NZ29424702,CH,C,"90700",429440.971,542703.531,87.5601146589398
MH,,,NZ29424721,CH,S,"90700",429410.077,542704.285,87.8095967582786
MH,,,NZ29423710,CH,C,"90790",429383.202,542706.315,88.0421800474608
MH,,"3140",NZ29424722,CH,C,"90790",429400.232,542709.285,87.9429850253865
HC,,"2880",NZ29424723,CH,S,"90880",429402.919,542710.468,87.9354217682119
MH,,"1900",NZ29423711,CH,C,"90870",429366.797,542711.16,88.2249757373071
MH,,,NZ29424703,CH,C,"90880",429439.302,542711.314,87.661244222958
MH,,,NZ29424704,CH,C,"91060",429437.448,542721.638,87.7925837726275
MH,,,NZ29424712,CH,C,"91150",429436.613,542728.486,87.8766235584992
MH,,,NZ29423705,CH,C,"91060",429322.5,542731,88.7950656732892
MH,,,NZ29423712,CH,S,"91230",429395.547,542731.315,88.2289297494473
Null,,,NZ29421612,ZZZ,C,"87110",429125.126,542667.495,89.2799718891213
MH,,"670",NZ29421814,CH,C,"87840",429125.568,542826.806,90.5805526909724
MH,,,NZ29421608,CH,S,"86800",429138.37,542632.656,88.5395634518821
MH,,"1100",NZ29421611,CH,C,"87390",429139.367,542671.136,89.2400976799172
MH,,,NZ29421812,CH,C,"88210",429143.877,542816.761,90.7130632031247
MH,,"1030",NZ29421603,CH,C,"87220",429149.1,542645.419,88.6938774163176
MH,,,NZ29421811,CH,C,"88510",429150.99,542810.861,90.7721206857637
MH,,"840",NZ29421607,CH,C,"88070",429159.115,542692.716,89.4889680230129
MH,,,NZ29421701,CH,C,"88780",429161.866,542797.786,90.8039661655627
MH,,,NZ29421703,CH,C,"88900",429163.515,542747.776,90.2249326070634
MH,,"1030",NZ29421702,CH,C,"88980",429163.925,542756.472,90.3201840551872
MH,,,NZ29421704,CH,C,"88700",429164.793,542731.316,90.0286185143487
MH,,,NZ29421705,CH,C,"88640",429165.775,542716.165,89.8494324006625
MH,,"940",NZ29421706,CH,C,"88450",429166.793,542701.158,89.5866801652729
MH,,"680",NZ29421602,CH,C,"87390",429171.572,542634.943,88.3324893744766
MH,,,NZ29422801,CH,C,"90880",429228,542819.5,90.5340077262693
MH,,,NZ29422605,CH,S,"88250",429233,542615,87.504579497908
MH,,,NZ29422611,CH,S,"88450",429235,542628.5,87.7379654811715
MH,,,NZ29422613,CH,S,"88690",429238.5,542649,88.0888922594142
MH,,,NZ29422612,CH,F,"88510",429239,542639,87.9011443514644
MH,,,NZ29422615,CH,S,"89060",429241,542664,88.3461255230125
MH,,,NZ29422616,CH,F,"89060",429242.653,542662.834,88.3122671945613
MH,,,NZ29422610,CH,S,"88730",429247.5,542627,87.6165638075314
MH,,,NZ29422608,CH,F,"88700",429248,542621,87.5024142259414
MH,,,NZ29422609,CH,S,"89110",429262,542620,87.3789560669456
MH,,,NZ29422802,CH,C,"90750",429268,542821,90.2390248344371
MH,,,NZ29422617,CH,F,"89780",429277.336,542660.166,88.0029094937232
MH,,,NZ29422614,CH,S,"89750",429287,542645,87.6513410041841
MH,,,NZ29422618,CH,S,"89830",429287.5,542661,87.9419822175732
MH,,,NZ29422803,CH,C,"90960",429296.592,542830.932,90.1284745607067
