DateLaid,Material,Diameter,NetworkFun,ReviewAge,ReviewDiam,ReviewMate,ID,length,straightdis,sinuosity
,AC,"4""",DISTRIBUTION,"1954","100",AC,WTE-349276,69.1942140597512,68.7690306533511,1.00618277446055
,UNKNOWN,UNKNOWN,PRIVATE,"1990","100",UPVC,WTE-324730,395.715704715724,391.290511570387,1.01130922681354
,CI,"4""",DISTRIBUTION,"1968","100",CI,WTE-324714,126.535938492113,126.374154513448,1.00128019830706
,UNKNOWN,UNKNOWN,PRIVATE,"1990","100",UPVC,WTE-324727,39.5364295429928,39.5364295429928,1
,UPVC,"4""",DISTRIBUTION,"1972","100",UPVC,WTE-324712,124.119224180743,112.46882508951,1.10358780828341
,UPVC,"4""",DISTRIBUTION,"1977","100",UPVC,WTE-MN1372468,87.0326965775031,87.03266437953,1.00000036995275
,DI,"3""",DISTRIBUTION,"1969","75",DI,WTE-MN587198,4.58647605727773,3.3048452308635,1.38780358439943
,DI,"3""",DISTRIBUTION,"1969","75",DI,WTE-MN587200,6.93172621167377,5.72616529628507,1.21053547234671
,DI,"3""",PRIVATE,"1969","75",DI,WTE-MN587201,9.1126464322752,9.1126464322752,1
,MDPE,"50",DISTRIBUTION,"1980","50",MDPE,WTE-MN587202,4.60791199998634,4.60791199998634,1
,UPVC,"4""",DISTRIBUTION,"1972","100",UPVC,WTE-324709,17.943314855395,17.943314855395,1
,MDPE,"50",PRIVATE,"2002","50",MDPE,WTE-MN587203,20.832079036934,20.832079036934,1
,UPVC,"4""",DISTRIBUTION,"1977","100",UPVC,WTE-324711,3.02110344077885,3.02110344077885,1
,UPVC,"4""",DISTRIBUTION,"1977","100",UPVC,WTE-324706,124.729004480042,124.724358683439,1.00003724851065
,AC,"4""",DISTRIBUTION,"1967","100",AC,WTE-349272,96.5066095179858,68.9929522849673,1.39878938821717
,AC,"6""",DISTRIBUTION,"1954","150",AC,WTE-347916,248.83395160805,248.791812897858,1.0001693733797
,CIEL,"5""",DISTRIBUTION,"1957","125",CIEL,WTE-349255,129.183256922146,129.153829679953,1.00022784645462
,UNKNOWN,UNKNOWN,PRIVATE,"1960","12",L,WTE-324591,166.296980858976,163.035153157175,1.02000689813599
,AC,"4""",DISTRIBUTION,"1967","100",AC,WTE-347840,221.080450101104,187.104740640072,1.18158657736198
,AC,"3""",DISTRIBUTION,"1967","75",AC,WTE-349265,22.0981564163854,22.0981564163854,1
,AC,"3""",DISTRIBUTION,"1967","75",AC,WTE-349263,2.27343088738609,2.27343088738609,1
,CIEL,"5""",DISTRIBUTION,"1954","125",CIEL,WTE-349260,11.5221096158124,11.5221096158124,1
,AC,"4""",DISTRIBUTION,"1967","100",AC,WTE-347805,219.975844088669,183.69301837576,1.1975188062874
,AC,"4""",DISTRIBUTION,"1967","100",AC,WTE-607191,1.33477263981777,1.33477263981777,1
,MDPE,"32",PRIVATE,,,,WTE-MN1367807,476.292237940495,439.646731715373,1.08335216341116
,ALK,UNKNOWN,PRIVATE,"1979","75",ALK,WTE-350298,403.474625538861,403.463541025741,1.00002747339472
,CI,"3""",DISTRIBUTION,"1968","75",CI,WTE-350295,27.2412645215377,17.981676034234,1.51494579646942
,UNKNOWN,UNKNOWN,PRIVATE,,,,WTE-MN1345808,22.000910208534,22.000910208534,1
20-01-2014,MDPE,"63",DISTRIBUTION,"2014","63",MDPE,WTE-MN1345810,14.4368922600284,,
20-01-2014,MDPE,"63",DISTRIBUTION,"2014","63",MDPE,WTE-MN1345809,1.12828764063591,1.12828764063591,1
,MDPE,"63",DISTRIBUTION,"2002","63",MDPE,WTE-MN1345800,10.9696680618256,,
20-01-2014,UNKNOWN,UNKNOWN,DISTRIBUTION,"2014","63",PE,WTE-MN1345798,9.95314074094275,,
,MDPE,"63",DISTRIBUTION,"2002","63",MDPE,WTE-MN1345831,133.43775034451,133.43775034451,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345803,1.21671689391125,1.21671689391125,1
,MDPE,"63",DISTRIBUTION,"2002","63",MDPE,WTE-MN1345801,0.748414991923503,0.748414991923503,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345793,0.916081328261927,0.916081328261927,1
20-01-2014,UNKNOWN,UNKNOWN,DISTRIBUTION,"2014","150",PE,WTE-MN1345799,0.742153622930681,0.742153622930681,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345794,3.14656670041179,3.14656670041179,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345783,2.36268766451921,2.36268766451921,1
20-01-2014,UNKNOWN,UNKNOWN,DISTRIBUTION,"2014","63",PE,WTE-MN1345836,22.3677017095643,20.3236046261702,1.10057748716298
,MDPE,"63",DISTRIBUTION,"2002","63",MDPE,WTE-MN1345830,2.32888149117695,2.32888149117695,1
,MDPE,"63",DISTRIBUTION,"2002","63",MDPE,WTE-MN1345828,1.99116875226418,1.99116875226418,1
20-01-2014,UNKNOWN,UNKNOWN,DISTRIBUTION,"2014","63",PE,WTE-MN1345834,20.100796103594,18.0488358073296,1.1136893436324
,UNKNOWN,UNKNOWN,PRIVATE,,,,WTE-MN1345837,11.2094448122969,11.2094448122969,1
,UNKNOWN,UNKNOWN,PRIVATE,,,,WTE-MN1345835,11.2151848848323,11.2151848848323,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1979","750",ST,WTE-MN544276,13.0978448609049,13.0978448609049,1
,ST,"30""",TRUNK,"1979","750",ST,WTE-MN544288,230.003183414924,230.001426265141,1.00000763973429
,UNKNOWN,UNKNOWN,TRUNK,"1979","750",ST,WTE-MN544303,8.3782487793459,5.84085747129277,1.43442102816653
,ST,"30""",TRUNK,"1979","750",ST,WTE-MN544298,3.14930865432222,3.14930865432222,1
,ST,"30""",TRUNK,"1979","750",ST,WTE-MN544299,3.51548005252097,3.51548005252097,1
,UNKNOWN,UNKNOWN,TRUNK,"1979","750",ST,WTE-MN544304,8.5695162277229,6.23274618443336,1.37491821007019
,ST,"30""",TRUNK,"1979","750",ST,WTE-MN567963,711.212009508402,644.488422850224,1.10352953488768
,UPVC,"4""",DISTRIBUTION,"1972","100",UPVC,WTE-324716,64.2962602742112,64.2936446626415,1.00004068227246
,UPVC,"4""",DISTRIBUTION,"1977","100",UPVC,WTE-324718,3.11875135271226,3.11875135271226,1
,CI,"3""",DISTRIBUTION,"1968","75",CI,WTE-350287,570.023682581882,530.306203144014,1.07489537026419
01-01-1976,UPVC,"3""",DISTRIBUTION,"1976","75",UPVC,WTE-350282,110.902495392858,103.291742516065,1.07368210363583
01-01-1976,UPVC,"3""",DISTRIBUTION,"1976","75",UPVC,WTE-360720,688.229831578753,612.251655714294,1.12409631751149
01-08-2009,MDPE,"63",DISTRIBUTION,"2009","63",MDPE,WTE-MN1310255,166.123570949401,13.1587174146867,12.6246020576433
01-08-2009,MDPE,"63",DISTRIBUTION,"2009","63",MDPE,WTE-MN1310254,1.81902242506953,1.80613399279676,1.00713592254183
01-08-2009,HPPE,"90",DISTRIBUTION,"2009","90",HPPE,WTE-MN1310253,5.96524442077703,5.96524442077703,1
01-08-2009,MDPE,"63",DISTRIBUTION,"2009","63",MDPE,WTE-MN1310247,6.27552276709225,6.27552276709225,1
01-08-2009,HPPE,"90",DISTRIBUTION,"2009","90",HPPE,WTE-MN1310252,6.12324701447426,6.12324701447426,1
01-08-2009,HPPE,"90",DISTRIBUTION,"2009","90",HPPE,WTE-MN1310250,0.984041157672227,0.984041157672227,1
01-08-2009,MDPE,"63",DISTRIBUTION,"2009","63",MDPE,WTE-MN1305453,1.45012447748511,1.45012447748511,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1305451,72.3777856547151,72.3775530464842,1.00000321381728
01-01-1976,UPVC,"3""",DISTRIBUTION,"1976","75",UPVC,WTE-350464,1.06239823049265,1.06239823049265,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-507260,137.305891373488,136.879225516514,1.0031170972466
,UPVC,"6""",PRIVATE,"1979","150",UPVC,WTE-485898,4.91941470093823,4.91941470093823,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-485896,2.01419959289749,2.01419959289749,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-487356,1.3679009467097,1.3679009467097,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345785,1.90329195414634,1.56023652053477,1.21987399288281
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345784,5.52069660777926,4.22805640924579,1.30572917516114
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-485894,2.39860980566857,2.39860980566857,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345804,83.3857931446418,83.3849555375777,1.00001004506219
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-350291,4.32388182077491,4.32388182077491,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-487350,1.28372310098673,1.28372310098673,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345787,14.9955566753149,14.9955566753149,1
,CI,"3""",DISTRIBUTION,"1968","75",CI,WTE-350468,22.5016896254935,22.5016896254935,1
,UNKNOWN,UNKNOWN,FIRE,,,,WTE-MN1345792,5.93458541100361,5.93458541100361,1
,UNKNOWN,UNKNOWN,FIRE,,,,WTE-MN1345791,6.84852187418625,5.07810693075622,1.3486367986281
,UNKNOWN,UNKNOWN,FIRE,,,,WTE-MN1345789,2.32344765376681,2.32344765376681,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345786,14.0051731186314,10.9861511458719,1.27480251570123
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1345805,2.18338384167223,2.18338384167223,1
01-01-1964,AC,"6""",DISTRIBUTION,"1964","150",AC,WTE-349597,11.0118645106459,11.0118645106459,1
01-04-2018,MDPE,"63",DISTRIBUTION,"2018","63",MDPE,WTE-MN1378185,3.25023605056014,2.04611827613106,1.58848884176232
01-08-2009,HPPE,"90",DISTRIBUTION,"2009","90",HPPE,WTE-MN1310220,3.81896141961727,3.77400119240933,1.01191314599963
01-08-2009,HPPE,"125",DISTRIBUTION,"2009","125",HPPE,WTE-MN1310238,39.6806821332463,37.5848831978851,1.05576175198754
01-01-1964,AC,"6""",DISTRIBUTION,"1964","150",AC,WTE-349599,13.0439341074475,13.0439341074475,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-350450,1.36381010409421,1.36381010409421,1
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-350454,130.958579490652,130.024510600898,1.00718379085172
01-08-2009,HPPE,"125",DISTRIBUTION,"2009","125",HPPE,WTE-MN1310239,2.53598600150548,2.53598600150548,1
01-08-2009,HPPE,"125",DISTRIBUTION,"2009","125",HPPE,WTE-MN1310236,2.86090772311909,2.86090772311909,1
01-08-2009,HPPE,"90",DISTRIBUTION,"2009","90",HPPE,WTE-MN1310232,1.51279476464852,1.51279476464852,1
01-08-2009,HPPE,"90",DISTRIBUTION,"2009","90",HPPE,WTE-MN1310233,30.336250393484,30.3049008577992,1.00103447082147
,UNKNOWN,UNKNOWN,PRIVATE,,,,WTE-MN1310229,28.107738792054,28.107738792054,1
01-08-2009,HPPE,"125",DISTRIBUTION,"2009","125",HPPE,WTE-MN1310240,53.227797883677,52.6956169429662,1.01009915001634
01-08-2009,HPPE,"125",DISTRIBUTION,"2009","125",HPPE,WTE-MN1310241,55.947977278779,43.8460181315983,1.27601044890458
01-08-2009,HPPE,"90",DISTRIBUTION,"2009","90",HPPE,WTE-MN1310242,40.5466441955362,40.5453236390916,1.00003256988294
01-01-1979,UPVC,"6""",DISTRIBUTION,"1979","150",UPVC,WTE-MN1305450,31.2197704347824,31.2197704347824,1
01-01-1975,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-334483,46.4903704436141,38.0717366165662,1.22112555336876
01-01-1975,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-350276,62.0531264861286,54.8430908136781,1.13146661804575
01-01-1975,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-606896,2.46600081104476,2.46600081104476,1
01-01-1975,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-606895,2.93200017056185,2.93200017056185,1
01-08-2009,HPPE,"125",DISTRIBUTION,"2009","125",HPPE,WTE-MN1310218,29.7770666015255,29.4707259836533,1.01039474283878
01-01-1964,AC,"4""",DISTRIBUTION,"1964","100",AC,WTE-MN1310208,1.87586806563204,1.87586806563204,1
01-01-1964,AC,"4""",DISTRIBUTION,"1964","100",AC,WTE-350259,1.96147826904742,1.96147826904742,1
01-01-1964,AC,"6""",DISTRIBUTION,"1964","150",AC,WTE-349595,5.48814731942338,5.48814731942338,1
,UPVC,"4""",DISTRIBUTION,"1966","100",UPVC,WTE-350456,0.471561236763373,0.471561236763373,1
,UPVC,"4""",DISTRIBUTION,"1966","100",UPVC,WTE-MN1378183,7.83203328823351,7.83201762004178,1.0000020005307
,UPVC,"4""",DISTRIBUTION,"1966","100",UPVC,WTE-350252,50.2428065507574,50.2422901647135,1.00001027791612
01-04-2018,MDPE,"63",DISTRIBUTION,"2018","63",MDPE,WTE-MN1378184,0.500089991908027,0.500089991908027,1
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-334561,161.482663920043,97.7321124349408,1.65229892096664
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-350256,8.24614382609224,8.24614382609224,1
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-606894,2.71422990919107,2.71422990919107,1
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-350254,144.219225404013,88.3530560648739,1.63230602117621
01-01-1992,UPVC,"8""",DISTRIBUTION,"1992","200",UPVC,WTE-294823,279.769764085334,269.774854397139,1.03704907824167
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-294558,61.974303553002,61.8349604431447,1.00225346808438
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294594,501.736229446418,221.094459824315,2.26932972379817
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606872,2.4799758063614,2.4799758063614,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-294560,29.8983309901756,29.8983309901756,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1966","100",AC,WTE-294809,7.43324377378356,7.43324377378356,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-MN1340636,18.4739538813181,18.4724818581594,1.00007968735171
01-10-2013,HPPE,"125",DISTRIBUTION,"2013","125",HPPE,WTE-MN1340641,20.5206268534076,17.4805779367186,1.17391009197146
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-606873,2.72519669016115,2.72519669016115,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-294562,5.13084418003318,5.13084418003318,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-294574,3.2974725170053,3.2974725170053,1
01-10-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN1340643,1.99921034411442,1.99921034411442,1
01-10-2013,HPPE,"125",DISTRIBUTION,"2013","125",HPPE,WTE-MN1340640,6.53318674151871,6.53318674151871,1
01-10-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN1340644,97.1132357275158,37.3994971356656,2.59664549432952
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-MN1345589,4.34048534150215,4.34048534150215,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-294564,14.618760656214,13.1759555631154,1.10950288092482
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-MN1345588,678.500149426476,88.3378293881186,7.68074282701057
21-01-2011,UNKNOWN,UNKNOWN,DISTRIBUTION,"2011","90",HPPE,WTE-MN1307687,3.35375908493368,3.35375908493368,1
21-01-2011,UNKNOWN,UNKNOWN,DISTRIBUTION,"2011","90",HPPE,WTE-MN1307686,2.50685141160266,2.50685141160266,1
01-01-1992,UPVC,"8""",DISTRIBUTION,"1992","200",UPVC,WTE-MN1307684,2.78081563624831,2.78061737745249,1.00007130027937
01-01-1992,UPVC,"8""",DISTRIBUTION,"1992","200",UPVC,WTE-MN1307683,2.5288449932989,2.5288449932989,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-294571,8.25894763276908,8.25894763276908,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-294569,4.29361968502039,4.29361968502039,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606875,2.69580210698219,2.69580210698219,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606874,2.47574675601604,2.47574675601604,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294592,14.332755806237,14.332755806237,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606876,2.71994797739591,2.71994797739591,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294718,8.056627147933,8.056627147933,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294722,590.319455085658,164.652307272033,3.58524860578086
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606877,2.70249014795139,2.70249014795139,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294720,8.008594196263,8.008594196263,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-335505,572.162676489152,193.863795696882,2.9513642525795
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294835,306.648162621561,65.2109661023727,4.70240177304172
01-01-1992,UPVC,"8""",DISTRIBUTION,"1992","200",UPVC,WTE-MN1307678,7.91102888374398,7.91102888374398,1
01-01-1992,UPVC,"8""",DISTRIBUTION,"1992","200",UPVC,WTE-MN1307679,1.96529336228258,1.96529336228258,1
21-01-2011,AC,"8""",DISTRIBUTION,"1992","200",PVC,WTE-MN1307681,2.73528974703517,2.73528974703517,1
01-01-1992,UPVC,"8""",DISTRIBUTION,"1992","200",UPVC,WTE-294818,24.1747442846487,19.7686382434268,1.22288363957932
21-01-2011,AC,"8""",DISTRIBUTION,"1992","200",PVC,WTE-MN1307682,3.5210619136402,3.5210619136402,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606957,2.46583251659847,2.46583251659847,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606879,2.93414791718934,2.93414791718934,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294839,445.363309676348,156.698671340914,2.84216391795317
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-333296,257.130602255579,193.711137689626,1.32739193689299
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-333290,2.03700158552282,2.02888787266254,1.00399909377428
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294837,3.48990416959039,3.47669052403446,1.00380063898831
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294840,13.9373519722996,13.9373519722996,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-335509,4.41888977049231,3.09188696433617,1.42918865452154
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-335507,3.89743877436304,3.89743877436304,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606881,2.93237395295833,2.93237395295833,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294844,10.0820007935043,10.0820007935043,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-335501,2.82453536008635,2.82453536008635,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-334465,497.950151704878,226.431590879031,2.19911960946696
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-334599,2.64370440852753,2.64370440852753,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294956,2.40417803003002,2.40417803003002,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606884,2.75280002903114,2.75280002903114,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294952,5.45996739017495,5.20764054063035,1.04845320017308
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606883,2.83338754848087,2.83338754848087,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-606882,2.57922178190412,2.57922178190412,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-294847,358.955851283788,208.912664874604,1.71821010228961
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-334456,4.29106372829417,3.06829105521825,1.39851912712008
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-334454,2.82583881351663,2.82583881351663,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-333277,3.06441919456771,3.06441919456771,1
01-01-1975,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-334487,73.0915485838499,72.7758180236256,1.00433839933097
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-322634,149.422288892052,116.608638144933,1.28139982825572
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-323753,12.2670432582037,11.5851170473293,1.05886226337537
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-322608,66.3517192980888,57.4188706437029,1.15557339519644
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-280626,6.48284352045108,6.39790778294235,1.01327554888102
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-323756,2.74532111060633,2.74532111060633,1
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-280628,2.85504833585537,2.85504833585537,1
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-280630,149.723399618062,142.753499911603,1.04882472031001
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-341262,91.1396742159832,78.4269505208602,1.16209636624519
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-280635,2.7853769941818,2.7853769941818,1
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-280637,157.642364015283,99.8196674859673,1.57927158029698
,UPVC,"4""",DISTRIBUTION,"1966","100",UPVC,WTE-280650,156.895153293039,101.705817321324,1.54263696438673
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-322613,38.1273937717128,31.5180070594399,1.20970192372279
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-322610,2.02540193541644,2.02540193541644,1
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-322612,126.534943957739,117.10494033128,1.08052609565218
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-322632,3.12922642197438,3.12922642197438,1
,UPVC,"4""",DISTRIBUTION,"1966","100",UPVC,WTE-322618,50.0948819290662,50.00883539936,1.00172062654567
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-322627,63.1565372727318,63.1564989925359,1.0000006061165
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-322625,2.89078985746707,2.89078985746707,1
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-323760,113.96618734872,77.4925979561661,1.4706719138928
,UPVC,"4""",DISTRIBUTION,"1966","100",UPVC,WTE-322620,58.5926303051372,58.5893333380198,1.00005627248049
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-279648,107.243326643247,101.062130523743,1.06116233734111
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-279646,2.35157160211015,2.35157160211015,1
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-280057,66.1848035253257,65.6625521663819,1.00795356472926
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-280062,2.73826678761141,2.73826678761141,1
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-279644,12.0671680190633,12.0671680190633,1
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-605807,2.70905334022261,2.70905334022261,1
,UPVC,"1.5""",DISTRIBUTION,"1966","38",UPVC,WTE-280080,31.9478313769604,27.6515378414992,1.15537267981578
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-280069,34.0240533968563,33.9940585984656,1.0008823541415
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-280050,2.7433944302339,2.7433944302339,1
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-280074,84.4702918181744,82.5106349569524,1.0237503548754
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-605808,2.70122379671576,2.70122379671576,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-272954,166.671061551462,165.591587253136,1.00651889577383
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-275224,740.947075512754,185.955396482555,3.98454193601347
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-275119,448.550402961008,100.53949442886,4.46143483721606
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-275220,3.74402150099235,3.74402150099235,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-275117,3.32989999847368,3.32989999847368,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-275212,371.53624612111,150.161416948596,2.47424573949176
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-280052,143.496504056989,103.234578184819,1.39000426581963
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-272965,2.45026774043337,2.45026774043337,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-272969,81.1923051712004,81.1850238036065,1.00008968855649
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-272967,3.65878367768254,3.65878367768254,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-275210,359.47661926689,351.664785709343,1.02221386352856
,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-275229,50.8298977605755,46.4536362624395,1.09420708151699
,UPVC,"4""",DISTRIBUTION,"1976","100",UPVC,WTE-279642,111.392508604658,111.391936121939,1.00000513935514
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-275203,455.24923947133,31.3021479933734,14.5437060602903
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1966","100",AC,WTE-275227,3.10521770572301,3.10521770572301,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-272974,2.8717137739844,2.8717137739844,1
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-272978,172.560375884767,167.919873475438,1.02763521859137
01-01-1966,AC,"8""",DISTRIBUTION,"1966","200",AC,WTE-272976,3.51468604579251,3.51468604579251,1
01-01-1966,AC,"4""",DISTRIBUTION,"1966","100",AC,WTE-MN1303770,414.315084465167,12.0329312306202,34.4317670004512
,UPVC,"4""",DISTRIBUTION,"1975","100",UPVC,WTE-280071,27.5092888757434,27.4532663630649,1.00204065017028
