DateLaid,Material,Diameter,NetworkFun,ReviewAge,ReviewDiam,ReviewMate,ID,length,straightdis,sinuosity
01-05-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343819,83.337462314466,83.337462314466,1
01-05-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99263S,5.45293025931594,5.45024916859624,1.00049192076119
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99233S,2.05365333005235,2.05365333005235,1
,UNKNOWN,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN99246S,6.70405043039063,6.70404922414781,1.0000001799275
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99234S,2.29442454664131,2.29442454664131,1
01-05-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99262S,9.18751614034849,9.17769818628923,1.00106976214079
,UNKNOWN,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN99247S,6.69618884135757,6.69618884135757,1
01-05-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99261S,11.9426859723863,11.9323962388537,1.00086233589018
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99235S,2.48942778783649,2.48942724337676,1.00000021870884
,UNKNOWN,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN99248S,7.90399999994057,7.41799757341996,1.06551666021866
,CI,UNKNOWN,DISTRIBUTION,"1919","75",CI,WTE-MN99236S,1.97183366433185,1.97183366433185,1
01-05-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99260S,4.40879954277592,3.74400106835228,1.17756364442391
,UPVC,"4""",DISTRIBUTION,"1983","100",UPVC,WTE-MN515791,4.38788559556951,4.38788559556951,1
,UNKNOWN,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN99249S,7.90106876475157,7.60557269381819,1.03885257334712
,UPVC,"4""",DISTRIBUTION,"1981","100",UPVC,WTE-MN99227S,0.639302745138426,0.639302745138426,1
01-05-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99333S,3.36297963125141,3.36297963125141,1
,CI,UNKNOWN,DISTRIBUTION,"1919","75",CI,WTE-MN99237S,1.61812977455161,1.61494272340991,1.00197347626978
01-05-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99258S,10.5412640608092,10.5412640608092,1
,UNKNOWN,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN99250S,8.03625260779564,7.49783968890735,1.07180907317675
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99238S,1.65195641593673,1.65195641593673,1
01-05-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99259S,1.97694334772463,1.97694334772463,1
,UNKNOWN,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN99251S,7.52175808009173,7.14768549951763,1.0523347845396
01-10-2013,MDPE,"32",DISTRIBUTION,"2013","32",MDPE,WTE-MN98877S,32.799694830856,32.799694830856,1
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN98883S,2.19286046071512,2.19286046071512,1
01-10-2013,HPPE,"180",DISTRIBUTION,"2013","180",HPPE,WTE-MN98896S,40.9567401657644,40.9567401657644,1
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN98884S,5.88182185605993,4.3518494918807,1.35156830837871
01-05-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343822,1.21836160477811,1.21836160477811,1
,MDPE,"63",DISTRIBUTION,"2002","63",MDPE,WTE-MN526103,32.1245720415686,27.1522527978955,1.18312731841015
,HDPE,"180",DISTRIBUTION,"1989","180",HDPE,WTE-MN121896S,38.2670846828791,38.2242470297852,1.00112069318358
,HDPE,"90",DISTRIBUTION,"1989","90",HDPE,WTE-MN121898S,97.0179304974445,82.1491496851866,1.18099737939149
,HDPE,"90",DISTRIBUTION,"1989","90",HDPE,WTE-MN121902S,2.1485297298295,2.1485297298295,1
,HDPE,"180",DISTRIBUTION,"1989","180",HDPE,WTE-MN121900S,23.6655562268629,23.5629716717152,1.00435363402278
,HDPE,"90",DISTRIBUTION,"1992","90",HDPE,WTE-MN121905S,2.16135351115071,2.16135351115071,1
,HDPE,"180",DISTRIBUTION,"1992","180",HDPE,WTE-MN121904S,19.4631403807661,19.411398738847,1.00266552877591
,HDPE,"90",DISTRIBUTION,"1992","90",HDPE,WTE-MN121906S,9.17486839139146,9.17486839139146,1
,HDPE,"90",DISTRIBUTION,"1989","90",HDPE,WTE-MN121916S,1.11711145370546,1.11711145370546,1
,HDPE,"180",DISTRIBUTION,"1989","180",HDPE,WTE-MN122097S,12.3024454577236,12.2872184810123,1.00123925335378
,MDPE,"63",DISTRIBUTION,"2002","63",MDPE,WTE-MN526102,2.80698176502309,2.7541913513646,1.01916730064247
,HDPE,"180",DISTRIBUTION,"1989","180",HDPE,WTE-MN122098S,3.17380686245782,3.17380686245782,1
,HPPE,"180",DISTRIBUTION,"2002","180",HPPE,WTE-MN122106S,5.32944565054614,5.29592192161816,1.00633010256272
,HPPE,"180",DISTRIBUTION,"1986","180",HPPE,WTE-MN122109S,2.34646329615078,2.34646329615078,1
,HPPE,"90",DISTRIBUTION,"1986","90",HPPE,WTE-MN122107S,1.63699999998789,1.63699999998789,1
,HPPE,"90",DISTRIBUTION,"1986","90",HPPE,WTE-MN122101S,34.060213780093,27.7366375756491,1.22798640199977
,HPPE,"90",DISTRIBUTION,"2002","90",HPPE,WTE-MN1343353,57.3319595625085,49.3671928814772,1.16133724070869
,MDPE,"63",DISTRIBUTION,"1986","63",MDPE,WTE-MN122102S,49.8630629497722,28.4436608227738,1.75304660185825
01-12-2012,HPPE,"90",DISTRIBUTION,"2012","90",HPPE,WTE-MN1343356,25.0225693482226,19.0292352973136,1.31495401456069
01-12-2012,HPPE,"90",DISTRIBUTION,"2012","90",HPPE,WTE-MN1343355,4.05300444111391,4.05300444111391,1
01-12-2012,HPPE,"90",DISTRIBUTION,"2012","90",HPPE,WTE-MN1343364,140.536373468785,140.525308026731,1.00007874341077
01-11-2012,HPPE,"90",DISTRIBUTION,"2012","90",HPPE,WTE-MN1343357,5.70974053702493,5.70974053702493,1
01-11-2012,HPPE,"90",DISTRIBUTION,"2012","90",HPPE,WTE-MN1343359,22.9353582665189,22.169650087447,1.03453857756219
01-11-2012,HPPE,"90",DISTRIBUTION,"2012","90",HPPE,WTE-MN1343360,12.6609012317567,12.6609012317567,1
01-01-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN1343367,153.639063871495,126.849452919626,1.21119216784359
01-01-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343372,1.50437395615978,1.50437395615978,1
01-01-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343373,7.28343146887251,6.50192225425802,1.12019664093995
01-01-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN1343368,0.829658363365556,0.829658363365556,1
01-01-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN1343369,0.891475181930439,0.891475181930439,1
01-12-2012,HPPE,"90",DISTRIBUTION,"2012","90",HPPE,WTE-MN1343363,10.3037321879289,10.3037321879289,1
01-12-2012,HPPE,"90",DISTRIBUTION,"2012","90",HPPE,WTE-MN1343361,55.0380469287595,38.245242004738,1.43908219804025
,MDPE,"63",DISTRIBUTION,"2002","63",MDPE,WTE-MN121894S,71.3664198245067,56.2364236504771,1.26904264517363
,HDPE,"180",DISTRIBUTION,"1989","180",HDPE,WTE-MN107904S,33.7967552960399,32.2891560743929,1.04669057370758
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99307S,4.42034733260476,4.37159650469124,1.01115172177057
,CI,UNKNOWN,DISTRIBUTION,"1968","180",CI,WTE-MN99308S,3.01361178653977,3.01361178653977,1
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99304S,2.36059126409489,2.36020338109324,1.00016434304126
,CI,"24""",TRUNK,"1968","600",CI,WTE-MN99309S,82.39229635656,82.3260996768466,1.00080407890053
,CICL,"18""",TRUNK,"1960","450",CICL,WTE-MN99316S,16.1712436132931,16.1712436132931,1
,CICL,"18""",TRUNK,"1960","450",CICL,WTE-MN99068S,318.912179622758,307.188986944514,1.03816280262795
,CI,UNKNOWN,DISTRIBUTION,"1968","63",CI,WTE-MN99245S,1.35323316542943,1.35323316542943,1
,UPVC,"4""",DISTRIBUTION,"1981","100",UPVC,WTE-MN107902S,40.5051694868869,40.5042576034145,1.00002251327456
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99240S,2.36107094338112,2.36107094338112,1
,MDPE,"90",DISTRIBUTION,"2002","90",MDPE,WTE-MN99321S,1.67778902127145,1.67778902127145,1
,MDPE,"90",DISTRIBUTION,"1989","90",MDPE,WTE-MN99318S,117.860887025368,115.939568258625,1.01657172607765
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99322S,3.9813158325439,3.2057548253126,1.24192773605376
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99324S,0.994062372329953,0.994062372329953,1
,CI,UNKNOWN,DISTRIBUTION,"1968","100",CI,WTE-MN99323S,1.19046881520118,1.19046881520118,1
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99241S,0.994062372329953,0.994062372329953,1
,CI,"24""",TRUNK,"1968","600",CI,WTE-MN98892S,160.495896445659,159.809550653254,1.00429477330735
,UNKNOWN,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN99320S,5.27757520082957,5.27757520082957,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1930","75",CI,WTE-MN99319S,6.42714244433475,6.42714244433475,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99276S,23.8093259856965,22.8869419538469,1.04030175956708
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1930","75",CI,WTE-MN99239S,2.09935609173109,2.09935609173109,1
,MDPE,"90",DISTRIBUTION,"2002","90",MDPE,WTE-MN99317S,2.66350746200358,2.66350746200358,1
01-06-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN99270S,42.3744646119993,42.3739089535167,1.00001311322218
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99271S,7.63360112393184,7.63324898060687,1.00004613282311
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99273S,1.86677743719308,1.86677743719308,1
,POL,"1.5""",DISTRIBUTION,"1980","38",POL,WTE-MN99274S,1.26778521007448,1.24473692003076,1.01851659549325
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99272S,25.6716890364699,25.6242485158099,1.00185139168591
,POL,"1.5""",DISTRIBUTION,"1980","38",POL,WTE-MN99280S,47.000681688805,42.4180919184342,1.10803384978237
,UPVC,"3""",DISTRIBUTION,"1981","75",UPVC,WTE-MN99216S,1.36758071057354,1.36758071057354,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1344020,23.7246131264927,23.7246131264927,1
,CI,UNKNOWN,DISTRIBUTION,"1930","100",CI,WTE-MN98879S,2.8816752292674,2.88000000000466,1.00058167682734
,UPVC,"3""",DISTRIBUTION,"1989","75",UPVC,WTE-MN99282S,43.4217538683773,43.4217538683773,1
,CI,UNKNOWN,DISTRIBUTION,"1968","100",CI,WTE-MN98891S,28.3499955257184,,
,POL,"1.5""",DISTRIBUTION,"1980","38",POL,WTE-MN99228S,29.4393061004486,22.4920622442396,1.30887536148395
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1344021,1.42608414900615,1.42608414900615,1
,POL,"1.5""",DISTRIBUTION,"1980","38",POL,WTE-MN99229S,1.66891581570134,1.66891581570134,1
01-06-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN99278S,5.89356258975087,5.89356258975087,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1344019,1.74150078948713,1.74150078948713,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1344016,1.3600827179738,1.3600827179738,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1344017,85.8049244305073,83.5844921561928,1.02656512251298
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1344018,153.991570941026,153.991537851926,1.0000002148761
,POL,"1.5""",DISTRIBUTION,"1980","38",POL,WTE-MN99279S,2.84278173625758,2.84278173625758,1
01-06-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN99277S,8.65091422921126,8.65091422921126,1
,UPVC,"4""",DISTRIBUTION,"1981","100",UPVC,WTE-MN99281S,22.0194091202992,22.0193881840473,1.00000095080988
,UNKNOWN,UNKNOWN,PRIVATE,,,,WTE-MN1365351,1.87423904561698,1.87423904561698,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1981","100",PVC,WTE-MN1365350,8.55126242140565,8.55126242140565,1
,UPVC,"4""",DISTRIBUTION,"1981","100",UPVC,WTE-MN1365349,47.9037354237281,47.9024791007727,1.00002622667927
,CI,UNKNOWN,PRIVATE,"1968","100",CI,WTE-MN99269S,7.02868986747705,5.48194199165418,1.28215327308783
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN98880S,4.32205599221888,4.32205599221888,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN98888S,8.44145200780846,8.44145200780846,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN583236,7.49491773006446,6.7419081127063,1.11169087516025
,CI,UNKNOWN,DISTRIBUTION,"1968","100",CI,WTE-MN98881S,14.2154781956199,13.6525666451626,1.04123118861733
01-03-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN98886S,0.862754996476121,0.861626369092232,1.00130988027337
,UPVC,"4""",DISTRIBUTION,"1981","100",UPVC,WTE-MN1343796,9.31220323014799,9.31220323014799,1
01-09-2005,MDPE,"63",DISTRIBUTION,"2005","63",MDPE,WTE-MN610528,33.368136286499,27.7333203565355,1.20317855408308
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343799,29.3456118391844,24.1447490150308,1.21540347430888
01-09-2005,MDPE,"63",DISTRIBUTION,"2005","63",MDPE,WTE-MN610527,1.11586782370667,1.11586782370667,1
,CI,UNKNOWN,DISTRIBUTION,"1968","100",CI,WTE-MN583238,7.22068930227399,7.22068930227399,1
,UPVC,"4""",DISTRIBUTION,"1983","100",UPVC,WTE-MN610525,14.3109832390366,14.3109826706675,1.00000003971559
,CI,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN99252S,3.46369513672818,3.46369513672818,1
,CI,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN99254S,13.9839999999967,13.9839999999967,1
,CI,UNKNOWN,PRIVATE,"1968","100",CI,WTE-MN99253S,22.9036178090021,20.9940486804262,1.09095764031243
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343800,1.1766499054534,1.1766499054534,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343803,45.7541985177727,45.7541985177727,1
,UNKNOWN,UNKNOWN,PRIVATE,,,,WTE-MN1347657,26.8528120618363,24.930587036813,1.07710307912866
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN583084,65.9379060988472,28.9021441592242,2.281419182452
14-03-2014,UNKNOWN,UNKNOWN,DISTRIBUTION,"2014","63",PE,WTE-MN1347656,6.74328254664088,6.06053999245464,1.11265374950685
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN1347654,0.900022777460539,0.900022777460539,1
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN1347653,46.7156614818181,39.2820024947467,1.18923829018303
25-10-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN588808,105.405729559601,80.8465908063948,1.30377457488614
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN583087,44.276015483996,32.9166565130749,1.34509455619859
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN583083,1.67104817399179,1.67104817399179,1
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN583086,2.00859677389642,2.00859677389642,1
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN583081,17.0459042284546,15.0641040888727,1.13155778318379
25-10-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN602121,151.714493499484,107.768511750919,1.40778128077091
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN602124,0.980851160991647,0.980851160991647,1
25-10-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN602122,74.0489647332191,71.4158739357003,1.03686982532608
,POL,"1.5""",DISTRIBUTION,"1980","38",POL,WTE-MN99231S,44.0859972629479,44.0246040299543,1.00139452095814
01-06-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN99297S,40.7402883765076,40.7402883765076,1
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN583079,1.60225840614813,1.60225840614813,1
25-10-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN583093,25.263024449241,22.9428763017965,1.10112716979879
25-10-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN583076,2.55328748877792,2.55328748877792,1
25-10-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN583074,1.99646312254647,1.99646312254647,1
,UPVC,"4""",DISTRIBUTION,"1989","100",UPVC,WTE-MN99298S,58.1077968727552,54.3081344275507,1.06996488620454
25-10-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN583094,1.94005798884538,1.94005798884538,1
25-10-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN583096,2.38810070971363,2.38810070971363,1
25-10-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN583091,1.93499793283574,1.93499793283574,1
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN588809,55.0320320564514,47.6711430636946,1.15440974391828
25-10-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN583092,96.2412844494195,76.3853277141863,1.25994464289698
,UPVC,"4""",DISTRIBUTION,"1989","100",UPVC,WTE-MN602116,29.7808794146897,23.3206486402022,1.277017628204
01-12-2009,HPPE,"180",DISTRIBUTION,"2009","180",HPPE,WTE-MN1299862,4.98430436468773,4.98430436468773,1
01-12-2009,HPPE,"180",DISTRIBUTION,"2009","180",HPPE,WTE-MN99312S,7.10515594483527,7.10515594483527,1
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99244S,7.8856321645814,7.42416224226824,1.06215784451555
25-01-2003,HPPE,"125",DISTRIBUTION,"2003","125",HPPE,WTE-MN602120,0.642199346017985,0.642199346017985,1
,CI,"4""",DISTRIBUTION,"1968","75",CI,WTE-MN99218S,2.22823517610526,2.22823517610526,1
,CIEL,"24""",TRUNK,"1894","600",CIEL,WTE-MN97090S,73.1258360278465,70.1645436384794,1.04220496900294
,PB,"0.75""",COMMUNICATION PIPE,"1930","19",PB,WTE-MN97091S,12.018857724379,12.018857724379,1
,MDPE,"32",DISTRIBUTION,"2002","32",MDPE,WTE-MN615387,10.7510364615945,10.7510364615945,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1968","100",CI,WTE-MN615386,19.2965157969123,18.9900319641821,1.01613919520032
,CIEL,"24""",TRUNK,"1894","600",CIEL,WTE-MN615377,14.3663277492423,14.3663277492423,1
,CI,"4""",DISCHARGE (ETS),"1968","100",CI,WTE-MN615384,25.0970566577804,16.9766216899074,1.47833044266402
,CI,"4""",DISTRIBUTION,"1930","100",CI,WTE-MN615383,9.34960325361438,9.34960325361438,1
,CI,"4""",DISTRIBUTION,"1930","100",CI,WTE-MN97092S,2.22325347184945,2.22325347184945,1
,CIEL,"24""",TRUNK,"1894","600",CIEL,WTE-MN615376,3.09151596354188,3.09151306002697,1.00000093918895
,CIEL,"24""",TRUNK,"1894","600",CIEL,WTE-MN615389,136.566253086583,136.12842516534,1.00321628580299
,CI,"9""",DISTRIBUTION,"1930","225",CI,WTE-MN97085S,1.30574116879221,1.30574116879221,1
,CI,"9""",DISTRIBUTION,"1930","225",CI,WTE-MN97087S,5.52870673198934,4.29456691652827,1.28737235661908
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1894","600",CIEL,WTE-MN615393,1.77989774988922,1.77989774988922,1
,CIEL,"24""",TRUNK,"1894","600",CIEL,WTE-MN615388,41.2561302233353,41.2561302233353,1
,UNKNOWN,UNKNOWN,PRIVATE,"1894","600",CIEL,WTE-MN615394,49.671844791624,49.671844791624,1
15-07-2003,UNKNOWN,UNKNOWN,DISTRIBUTION,"2003","600",PE,WTE-MN590279,4.76402361451756,4.76402361451756,1
15-07-2003,UNKNOWN,UNKNOWN,DISTRIBUTION,"2003","600",PE,WTE-MN590281,2.78700879081177,2.78700879081177,1
15-07-2003,DI,"600",TRUNK,"2003","600",DI,WTE-MN606465,103.333413595419,103.321403073109,1.00011624428194
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606855,1.41391124191901,1.41391124191901,1
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606852,121.560313458543,92.8213701363428,1.3096155904614
20-02-2004,MDPE,"63",DISTRIBUTION,"2004","63",MDPE,WTE-MN606851,9.53298457716224,7.23527387181536,1.31757066091133
20-02-2004,MDPE,"63",DISTRIBUTION,"2004","63",MDPE,WTE-MN608474,116.114063292213,71.1274086481435,1.63247987659176
20-02-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN608473,73.0707024097119,63.3134779095509,1.15410975391528
01-01-1993,DI,"600",TRUNK,"1993","600",DI,WTE-MN1271170,358.14397776858,358.137225561644,1.00001885368639
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606850,1.67310318446112,1.40880978137687,1.18760048842503
20-02-2004,MDPE,"63",DISTRIBUTION,"2004","63",MDPE,WTE-MN606847,1.35782252156537,1.35782252156537,1
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606843,6.14299055836654,6.14299055836654,1
20-02-2004,MDPE,"63",DISTRIBUTION,"2004","63",MDPE,WTE-MN606848,8.06754745876281,8.06754745876281,1
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606846,1.98146662848943,1.98146662848943,1
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606844,1.14577179225043,1.14577179225043,1
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606837,144.070104563833,99.556615335223,1.44711734201415
,HPPE,"90",DISTRIBUTION,"2002","90",HPPE,WTE-MN608476,77.7963927768908,35.7405032561214,2.17670110069215
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606834,2.21613830797062,2.21613830797062,1
,MDPE,"63",DISTRIBUTION,"2002","63",MDPE,WTE-MN608477,186.581818978593,176.841008052433,1.05508230830302
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606833,2.17828212124265,2.17828212124265,1
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606825,9.47440731660359,9.47440731660359,1
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606829,37.9181615159842,34.3134051064025,1.10505388195674
20-02-2004,MDPE,"63",DISTRIBUTION,"2004","63",MDPE,WTE-MN606831,1.56882248832198,1.56882248832198,1
20-02-2004,MDPE,"63",DISTRIBUTION,"2004","63",MDPE,WTE-MN606830,106.294494923904,104.609197951261,1.01611040908112
,HPPE,"180",DISTRIBUTION,"1986","180",HPPE,WTE-MN606827,1.37825469347279,1.37825469347279,1
20-02-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN606828,1.69105558750218,1.69105558750218,1
,HPPE,"180",DISTRIBUTION,"1986","180",HPPE,WTE-MN606826,133.43934588595,125.935851579206,1.05958187611114
01-12-2009,MDPE,"63",DISTRIBUTION,"2009","63",MDPE,WTE-MN1299865,93.5426677671451,93.5426677671451,1
01-12-2009,MDPE,"63",DISTRIBUTION,"2009","63",MDPE,WTE-MN1299870,92.4061812256979,67.0322782321159,1.37853260642162
,DI,"63",DISTRIBUTION,"1981","63",DI,WTE-MN515191,46.5512209833746,23.9774667761598,1.94145701119933
,HPPE,"90",DISTRIBUTION,"2002","90",HPPE,WTE-MN1343354,59.3644688700194,48.8763570245921,1.21458456570628
01-06-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN99213S,81.5479675896101,81.5479675896101,1
,CI,"4""",DISTRIBUTION,"1968","100",CI,WTE-MN99294S,6.9525477344594,6.9525477344594,1
,CI,"4""",DISTRIBUTION,"1968","100",CI,WTE-MN99292S,84.264839298367,84.2563099120635,1.00010123142483
,CI,UNKNOWN,DISTRIBUTION,"1968","75",CI,WTE-MN99232S,2.54357510187864,2.54088055604973,1.00106047717296
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN99295S,21.8956188540278,21.8956188540278,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343791,26.2942351025873,25.3844521115094,1.03584016653507
01-06-2013,HPPE,"25",DISTRIBUTION,"2013","25",HPPE,WTE-MN1343793,13.7805099802947,10.7479279862766,1.28215503470903
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343790,72.2121268555604,72.2121268555604,1
01-07-2013,MDPE,"63",DISTRIBUTION,"2013","63",MDPE,WTE-MN99288S,41.7559831640873,41.7559831640873,1
,CI,"3""",DISTRIBUTION,"1968","75",CI,WTE-MN99209S,11.5795379158735,11.5765587719598,1.00025734278834
,CI,"4""",DISTRIBUTION,"1968","100",CI,WTE-MN99289S,45.0387535647543,45.0375847154569,1.00002595275268
,UPVC,"4""",DISTRIBUTION,"1981","100",UPVC,WTE-MN99296S,6.14738855121638,6.14738855121638,1
,CICL,"18""",TRUNK,"1960","450",CICL,WTE-MN98893S,387.506852856613,372.584437812449,1.04005109588521
,CI,"3""",DISTRIBUTION,"1968","75",CI,WTE-MN99215S,1.67440646202087,1.67440646202087,1
,CI,"4""",DISTRIBUTION,"1968","100",CI,WTE-MN99290S,51.9225752828434,51.9225752828434,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343801,92.6752128079346,92.6752128079346,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343794,72.1712311792944,65.1846470037852,1.10718143760299
,CI,"4""",DISTRIBUTION,"1968","100",CI,WTE-MN104328S,25.8532607952511,,
,CI,"3""",DISTRIBUTION,"1968","75",CI,WTE-MN104260S,2.32072617940449,2.32072617940449,1
01-07-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343807,89.7092606702293,89.7092606702293,1
01-06-2013,HPPE,"90",DISTRIBUTION,"2013","90",HPPE,WTE-MN1343802,84.9944524894697,84.9944524894697,1
