UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID,length,straightdis,sinuosity
,"700",NZ40461402,NZ40461412,GRV,,,Z,"1915","100","0.70",,C,,STE-S140697,13.4633277090304,13.4633277090304,1
"1240",,NZ40460404,NZ40460413,GRV,,,Z,"1915","225","1.20",,C,,STE-S1302175,11.0127150149004,11.0127150149004,1
,,NZ40460416,NZ40460415,GRV,"100",,VC,"1915","100","0.70",,C,,STE-S1368737,3.00339291460913,3.00339291460913,1
,,NZ40460413,NZ40460405,GRV,,,Z,"1915","225","1.20",,C,,STE-S148842,47.4952481518237,47.4952481518237,1
"710",,NZ40460403,NZ40460416,GRV,"100",,VC,"1915","100","0.70",,C,,STE-S1368738,5.00947991316298,5.00947991316298,1
"640",,NZ40461417,NZ40461401,GRV,,,Z,"1915","100","0.60",,C,,STE-S140688,6.7359445513869,6.7359445513869,1
,,NZ40460405,NZ40460403,GRV,,,Z,"1915","100","0.70",,C,,STE-S148851,5.30057478014948,5.30057478014948,1
,"660",NZ40461404,NZ40461417,GRV,,,Z,"1915","100","0.60",,C,,STE-S148822,5.65237834896181,5.65237834896181,1
,"1650",NZ40460405,NZ40460406,GRV,,,Z,"1915","225","1.50",,C,,STE-S140715,6.42334126448127,6.42334126448127,1
"1640",,NZ40460406,NZ40461404,GRV,,,Z,"1915","225","1.60",,C,,STE-S148841,7.84285509236686,7.84285509236686,1
"620",,NZ40461411,NZ40461402,GRV,,,Z,"1915","100","0.60",,C,,STE-S148817,6.24553664620929,6.24553664620929,1
,,NZ40461404,NZ40461405,GRV,,,Z,"1915","225","4.40",,C,,STE-S140696,49.3107764692534,49.3107764692534,1
,"670",NZ40461405,NZ40461411,GRV,,,Z,"1915","225","0.70",,C,,STE-S148821,5.69904027007829,5.69904027007829,1
,"600",NZ40461407,NZ40461410,GRV,,,Z,"1915","225","0.60",,C,,STE-S148819,6.2969250431938,6.2969250431938,1
,,NZ40461405,NZ40461406,GRV,,,Z,"1915","150","1.20",,C,,STE-S140695,8.07705948971827,8.07705948971827,1
,,NZ40461406,NZ40461407,GRV,,,Z,"1915","150","1.40",,C,,STE-S140694,6.81519200016733,6.81519200016733,1
"2450","1610",NZ39468906,NZ39467907,GRV,"300",,CO,"1905","300","1.60",,C,,STE-S136217,78.5793304629313,78.5793304629313,1
,,NZ39468915,NZ39468917,GRV,"150",,,,,,01-01-2005,S,,STE-S1248680,6.52298712245544,6.52298712245544,1
,,NZ39468914,NZ39468916,GRV,"375",,CO,,,,01-01-2005,C,,STE-S1248706,5.75713817794564,5.75713817794564,1
,,NZ39468919,NZ39468915,GRV,"150",,,,,,01-01-2005,S,,STE-S1248681,30.0470300695415,30.0470300695415,1
,,NZ39468908,NZ39468929,GRV,"225",,VC,"1905","225","1.70",,C,,STE-S136192,24.7577556535697,24.7577556535697,1
,,NZ39468918,NZ39468914,GRV,"375",,CO,,,,01-01-2005,C,,STE-S1248693,30.752072336681,30.752072336681,1
,,NZ39468908,NZ39468901,GRV,"225",,VC,"1905","225","1.20",,C,,STE-S133778,26.2319661862678,26.2319661862678,1
,,NZ39468907,NZ39468908,GRV,"225",,VC,"1905","225","4.40",,C,,STE-S133779,31.7097017331456,31.7097017331456,1
,,NZ39468924,NZ39468919,GRV,"150",,,,,,01-01-2005,S,,STE-S1248682,22.4234038451057,22.4234038451057,1
,,NZ39468910,NZ39468911,GRV,"375",,CO,"1945","375","4.40",,C,,STE-S320039,23.6733619285314,23.6733619285314,1
"2050",,NZ39468906,NZ39468907,GRV,"225",,VC,"1905","225","2.00",,C,,STE-S136147,16.7457997718683,16.7457997718683,1
,,NZ39468907,NZ39468904,GRV,,,Z,"1905","150","1.70",,C,,STE-S136067,13.9530093170367,13.9530093170367,1
,,NZ39468918,NZ39468910,GRV,"375",,CO,"1965","375","1.60",,C,,STE-S320040,4.57771471374169,4.57771471374169,1
,,NZ39468906,NZ39468918,GRV,"375",,CO,"1965","375","1.60",,C,,STE-S1248697,35.5062547306332,35.5062547306332,1
,,NZ39468904,NZ39468903,GRV,,,Z,"1905","150","1.20",,C,,STE-S133780,7.9402493663368,7.9402493663368,1
,"2762",NZ39469905,NZ39468906,GRV,"600",,CO,"1945","300","2.80",,C,,STE-S320041,54.0907907596114,54.0907907596114,1
"2110",,NZ39469901,NZ39468909,GRV,"300",,VC,"1945","300","2.10",,C,,STE-S133774,74.2293218748841,74.2293218748841,1
,,NZ39469910,NZ39468922,GRV,"150",,,,,,01-01-2005,F,,STE-S1248711,19.6956182436629,19.6956182436629,1
,,NZ39469911,NZ39468923,GRV,"225",,,,,,01-01-2005,S,,STE-S1248685,20.3431373195184,20.3431373195184,1
,,NZ39469905,NZ39469910,GRV,"150",,,,,,01-01-2005,F,,STE-S1248712,35.2350364551664,35.2350364551664,1
,,NZ39469904,NZ39469905,GRV,"600",,CO,,,,01-01-2005,C,,STE-S1195962,10.0993814661928,10.0993814661928,1
,,NZ39469912,NZ39469904,GRV,"600",,CO,,,,01-01-2005,C,,STE-S1195981,12.8980003489013,12.8980003489013,1
,,NZ40460908,NZ39469912,GRV,"600",,CO,,,,01-01-2005,C,,STE-S1248737,56.6338890947897,56.6338890947897,1
"1970","2130",NZ40460903,NZ39469901,GRV,"300",,CO,"1945","300","2.00",,C,,STE-S136061,90.6503666630435,90.6110181490117,1.00043425749799
,,NZ39469907,NZ39469906,GRV,"150",,PVC,,,,01-01-2005,S,,STE-S1195727,14.7556034441292,14.7556034441292,1
,,NZ40460909,NZ40460908,GRV,"600",,CO,,,,01-01-2005,C,,STE-S1195982,34.0203863881293,34.0203863881293,1
,,NZ40460910,NZ40460909,GRV,"600",,CO,,,,01-01-2005,C,,STE-S1195983,38.7710910473299,38.7710910473299,1
,,NZ40460907,NZ40460906,GRV,"300",,CO,"1945","300","1.20",,C,,STE-S336770,21.9378857914466,21.9378857914466,1
"6180",,NZ40460901,NZ40460907,GRV,"300",,VC,"1945","300","6.20",,C,,STE-S336769,10.8504608196955,10.8504608196955,1
,,NZ40460910,NZ40460912,GRV,"150",,PVC,,,,01-01-2005,F,,STE-S1195988,28.1646463674041,28.1646463674041,1
,,NZ40460911,NZ40460913,GRV,"375",,CO,,,,01-01-2005,S,,STE-S1195734,33.1740073100179,33.1740073100179,1
,"1320",NZ40460412,NZ40460410,GRV,,,Z,"1915","225","1.30",,O,,STE-S140711,48.513800974659,48.513800974659,1
"1236",,NZ40460501,NZ39469401,GRV,"450",,CI,"1915","450","1.70",,C,,STE-S148787,100.811307670789,100.802515097604,1.00008722573218
"2030",,NZ40460502,NZ40460501,GRV,"450",,CI,"1915","450","1.60",,C,,STE-S148657,48.374052063081,48.374052063081,1
"1960",,NZ40460502,NZ39469502,GRV,"300",,VC,"1935","300","2.00",,C,,STE-S136062,73.0572973588365,73.0451838795837,1.00016583542692
,,NZ39469502,NZ39469501,GRV,,,Z,"1935","300","2.00",,C,,STE-S133777,81.2473144540793,81.2473144540793,1
,,NZ39469501,NZ39468601,GRV,,,Z,"1995","300","2.00",,C,,STE-S136066,86.09354524003,86.09354524003,1
,,NZ39468601,NZ39467601,GRV,,,Z,"1995","300","2.00",,C,,STE-S133786,86.9552908108941,86.9552908108941,1
,,NZ39468603,NZ39468604,GRV,"600",,CO,"1995","600","3.80",,O,,STE-S320024,19.9214652573533,19.9214652573533,1
,,NZ3946WC04,NZ3946WC05,GRV,,,Z,,,,,W,,STE-S302970,53.4456500849384,53.4456500849384,1
,,NZ39468604,NZ39468709,GRV,"450",,CO,"1955","450","3.20",,O,,STE-S320023,75.9848998815625,75.9848998815625,1
,,NZ3946WC05,NZ3946WC03,GRV,,,Z,,,,,W,,STE-S302971,33.0884343842829,33.0884343842829,1
,,NZ3946WC05,NZ39468708,GRV,"450",,Z,"1995","450","2.70",,S,,STE-S302972,22.0677562067326,22.0677562067326,1
,"3660",NZ39468708,NZ39468701,GRV,"450",,Z,"1995","450","2.70",,S,,STE-S302974,25.5268125898849,25.5268125898849,1
,"2800",NZ39469701,NZ39468706,GRV,"300",,VC,"1995","300","1.20",,C,,STE-S136065,68.0946252284028,68.0946252284028,1
,,NZ39469702,NZ39469701,GRV,"300",,VC,"1925","300","1.10",,C,,STE-S133776,39.7515181722405,39.7515181722405,1
"3660","2070",NZ39468701,NZ39467702,GRV,"225",,Z,"1995","225","2.70",,S,,STE-S302963,22.9190015707233,22.9190015707233,1
"3660",,NZ39468701,NZ39468702,GRV,,,Z,"1995","300","2.10",,S,,STE-S302964,57.629306936759,57.629306936759,1
"3660",,NZ39468701,NZ39468705,GRV,,,Z,"1995","375","2.40",,S,,STE-S302968,44.5276095137206,44.5276095137206,1
"2800",,NZ39468706,NZ39468703,GRV,"300",,VC,"1995","300","1.70",,C,,STE-S302960,18.8836131341432,18.8836131341432,1
,"2730",NZ39468709,NZ39468711,GRV,"450",,CO,"1955","450","3.20",,O,,STE-S320022,10.2745367291903,10.2745367291903,1
"2730","2780",NZ39468711,NZ39468710,GRV,"450",,CO,"1995","450","3.20",,O,,STE-S320021,25.0071950645926,25.0071950645926,1
,"3130",NZ39469702,NZ39468712,GRV,"300",,CO,"1965","300","1.40",,C,,STE-S320025,99.5058765400472,99.5058765400472,1
"3130",,NZ39468712,NZ39468713,GRV,"300",,CO,"1995","300","1.20",,C,,STE-S320019,31.7002163556365,31.7002163556365,1
,"1350",NZ39469706,NZ39469702,GRV,"300",,CO,"1965","300","1.40",,C,,STE-S320026,26.2329421149101,26.2329421149101,1
"3580",,NZ40460701,NZ39469704,GRV,"225",,VC,"1925","225","3.60",,C,,STE-S148758,63.4835329633443,63.4789322688667,1.00007247592726
,,NZ39469704,NZ39469703,GRV,,,Z,"1925","150","1.10",,C,,STE-S136063,8.0929261086391,8.0929261086391,1
,,NZ39469703,NZ39468704,GRV,"225",,VC,"1955","225","1.20",,C,,STE-S136064,109.619157344898,109.619157344898,1
,"3580",NZ40460702,NZ40460701,GRV,"225",,VC,"1925","225","3.60",,C,,STE-S131170,24.4466472343563,24.4466472343563,1
,,NZ40460704,NZ40460702,GRV,"300",,CO,"1925","225","5.50",,C,,STE-S148516,9.1379105926775,9.1379105926775,1
,,NZ40460702,NZ40460703,GRV,"300",,CO,"1965","300","4.40",,C,,STE-S320028,17.2526430729127,17.2526430729127,1
,,NZ39468703,NZ39467811,GRV,"300",,VC,"1995","300","2.80",,C,,STE-S133785,104.494809845923,103.584498647238,1.00878810256914
"2070",,NZ39467702,NZ39467813,GRV,,,Z,"1955","375","2.70",,S,,STE-S1327473,82.642257840661,82.642257840661,1
"2780",,NZ39468710,NZ39468804,GRV,"450",,CO,"1955","450","3.20",,O,,STE-S320020,69.1243752232173,69.1243752232173,1
,,NZ39468704,NZ39468801,GRV,,,Z,"1955","225","1.70",,C,,STE-S136189,42.707258212216,42.707258212216,1
,,NZ40460801,NZ40460704,GRV,"300",,CO,"1965","300","1.20",,C,,STE-S336771,92.7724041781374,92.7724041781374,1
,"1780",NZ39468705,NZ39467808,GRV,,,Z,"1905","375","2.70",,S,,STE-S133784,123.697482549961,121.018819300944,1.02213427022747
,"2980",NZ40460703,NZ39469706,GRV,"300",,CO,"1965","300","3.00",,C,,STE-S320027,89.0478372842241,89.0478372842241,1
"3735",,NZ39468713,NZ39468714,GRV,"300",,CO,"1955","300","3.70",,C,,STE-S320017,8.63831658258073,8.14846304529895,1.06011606539277
,"3820",NZ39468713,NZ39468803,GRV,"300",,CO,"1955","300","3.80",,C,,STE-S320016,32.9525895635165,32.1150144481566,1.02608048384073
,"3820",NZ39468714,NZ39468803,GRV,"300",,CO,"1955","300","3.80",,C,,STE-S320015,24.2807303177264,24.2379801345281,1.00176376838998
"2690",,NZ39468702,NZ39467806,GRV,"300",,VC,"1905","300","2.70",,S,,STE-S136218,94.4908007797321,94.4908007797321,1
,,NZ39468801,NZ39468802,GRV,"225",,VC,"1955","225","1.20",,C,,STE-S133781,41.093462667392,41.093462667392,1
"3820",,NZ39468803,NZ39468805,GRV,"450",,CO,"1945","450","3.80",,C,,STE-S320013,13.9256895765974,12.9156343243144,1.0782040763094
,,NZ39468804,NZ39468803,GRV,"450",,CO,"1955","450","3.20",,O,,STE-S320018,7.36487046731176,7.36487046731176,1
"3820",,NZ39468803,NZ39468805,GRV,"450",,CO,"1945","450","3.80",,C,,STE-S320014,13.9285620745976,12.9156343243144,1.07842648102666
"2720",,NZ39467801,NZ39467804,GRV,"675",,CO,"1965","750","4.40",,C,,STE-S136226,57.4998035648979,57.4998035648979,1
,,NZ39468805,NZ39467810,GRV,"450",,CO,"1945","450","4.30",,C,,STE-S320012,15.0438076629336,15.0438076629336,1
"2070",,NZ39467813,NZ39467803,GRV,,,Z,"1955","375","2.70",,S,,STE-S302961,17.9202172140979,17.9202172140979,1
,"3945",NZ39467810,NZ39467801,GRV,"450",,CO,"1965","450","4.00",,C,,STE-S320011,12.01049274591,12.01049274591,1
"3945",,NZ39467801,NZ39467812,GRV,,,Z,"1905","150","3.90",,C,,STE-S328736,34.775796439525,34.775796439525,1
,,NZ39468807,NZ39467815,GRV,"450",,CO,,,,01-01-2015,S,,STE-S1327475,7.48645022687908,7.48645022687908,1
,,NZ39467815,NZ39467814,GRV,"450",,CO,,,,01-01-2015,S,,STE-S1327474,61.9335405414203,61.9335405414203,1
,,NZ39468806,NZ39468807,GRV,"300",,,,,,01-01-2015,S,,STE-S1327476,4.85860360598465,4.85860360598465,1
,"2160",NZ39467803,NZ39467807,GRV,"375",,Z,"1905","375","2.70",,S,,STE-S133794,55.6720667930069,55.6720667930069,1
,,NZ40460906,NZ40460801,GRV,"300",,CO,"1945","300","1.70",,C,,STE-S336772,58.4158684691436,58.4158684691436,1
,"2060",NZ39467806,NZ39467808,GRV,,,Z,"1905","300","2.70",,S,,STE-S133793,12.6913718722465,12.6913718722465,1
,,NZ39467808,NZ39467909,GRV,,,Z,,,,,S,,STE-S1324730,36.095988918321,35.5165304611737,1.01631517633122
,,NZ39467814,NZ39467817,GRV,"300",,Z,,,,,S,,STE-S1327477,9.82047860338416,9.82047860338416,1
"2160","1850",NZ39467807,NZ39467909,GRV,,,Z,"1905","375","2.70",,S,,STE-S136224,16.0190520556951,15.556915182592,1.02970620252659
"1600","1760",NZ39467907,NZ39467901,GRV,"300",,VC,"1905","300","2.20",,C,,STE-S133788,15.9067210008699,15.9067210008699,1
"1750","2670",NZ39467901,NZ39467905,GRV,"300",,VC,"1905","300","2.70",,C,,STE-S133790,34.4608337827181,34.4608337827181,1
,,NZ39456401,NZ39455402,GRV,"150",,VC,"1925","150","1.10",,C,,STE-S133977,81.475819388326,81.475819388326,1
,,NZ39457502,NZ39456401,GRV,"150",,VC,"1955","150","1.30",,C,,STE-S143283,79.3126394214258,79.3126394214258,1
"1460",,NZ39457501,NZ39457502,GRV,"375",,CI,"1925","450","1.50",,C,,STE-S135748,77.6351258773913,77.6351258773913,1
,,NZ39468201,NZ3946P001,GRV,,,Z,,,,,F,,STE-S133975,80.0759541935502,80.0759541935502,1
,,NZ39467001,NZ39457901,GRV,"375",,CI,"1925","450","1.60",,C,,STE-S135745,86.508588573578,86.508588573578,1
,,NZ39467102,NZ39467001,GRV,"375",,CI,"1945","450","1.50",,C,,STE-S260725,117.339791209127,117.339791209127,1
,,NZ39457901,NZ39458801,GRV,"375",,CI,"1925","450","3.80",,C,,STE-S260724,99.9771938375886,95.1757538294526,1.05044814267234
,,NZ3946WC02,NZ3945WC02,GRV,"1600","1300",Z,,,,,W,,STE-S260727,86.2207901263849,86.2207901263849,1
,,NZ3946WC01,NZ3946WC02,GRV,"1600","1300",Z,,,,,W,,STE-S260726,98.2171197754704,98.2171197754704,1
,,NZ3945WC02,NZ3945WC03,GRV,"1600","1300",Z,,,,,W,,STE-S260728,98.2826827574065,98.2826827574065,1
,"1480",NZ39458601,NZ39457501,GRV,"375",,CI,"1925","450","1.50",,C,,STE-S143368,114.099743439719,114.099743439719,1
,,NZ39467101,NZ39467102,GRV,"375",,CI,"1945","450","2.20",,C,,STE-S144515,7.22829198358846,7.22829198358846,1
,,NZ39468101,NZ39467101,GRV,"375",,CI,"1945","450","1.60",,C,,STE-S133976,79.7092152827497,79.7092152827497,1
"1600",,NZ39458802,NZ39458701,GRV,"375",,CI,"1925","450","2.00",,C,,STE-S135746,76.964279831655,76.964279831655,1
,,NZ39458701,NZ39458601,GRV,"375",,CI,"1925","450","2.30",,C,,STE-S135747,64.482263375235,64.482263375235,1
,"1620",NZ39458801,NZ39458802,GRV,"375",,CI,"1925","450","2.70",,C,,STE-S143284,52.7728864664521,52.7728864664521,1
,,NZ39458803,NZ39458801,GRV,,,Z,"1955","225","2.70",,O,,STE-S260723,9.60917769630771,9.60917769630771,1
,,NZ39468201,NZ39468101,GRV,"375",,CI,"1875","450","2.00",,C,,STE-S144514,67.2643093476112,67.2643093476112,1
,,NZ39468301,NZ39468201,GRV,"375",,CI,"1875","450","1.50",,C,,STE-S144513,45.7537246242782,45.7537246242782,1
,,NZ39469301,NZ39468301,GRV,"375",,CI,"1875","450","1.20",,C,,STE-S133974,94.9798310063685,94.9798310063685,1
,,NZ39469401,NZ39469301,GRV,"375",,CI,"1915","450","1.80",,C,,STE-S144512,84.3224512096077,84.3224512096077,1
,"1040",NZ39469401,NZ39469403,GRV,"225",,CI,"1915","225","1.00",,C,,STE-S135463,44.6998309728182,44.6998309728182,1
,"1040",NZ39469403,NZ39469402,GRV,"225",,VC,"1915","225","1.00",,C,,STE-S143749,15.5519128405341,15.5519128405341,1
,"1040",NZ39469402,NZ40460410,GRV,"225",,VC,"1915","225","1.00",,C,,STE-S145434,15.7800820426431,15.7634629761663,1.0010542776357
"1040",,NZ40460410,NZ40460414,GRV,"225",,VC,"1915","225","1.40",,C,,STE-S1302176,22.7644059883073,22.7644059883073,1
,"1010",NZ40460401,NZ40460408,GRV,,,Z,"1915","100","1.20",,C,,STE-S140718,2.79641002002423,2.79641002002423,1
,,NZ40460414,NZ40460401,GRV,"100",,VC,"1915","225","1.00",,C,,STE-S140716,12.0204180459069,12.0204180459069,1
"1000","820",NZ40460408,NZ40460309,GRV,"100",,VC,"1915","100","1.00",,C,,STE-S140713,27.3025249015817,27.3025249015817,1
,"1390",NZ40460414,NZ40460404,GRV,"225",,VC,"1915","225","1.40",,C,,STE-S140712,8.40092215175787,8.40092215175787,1
"790","780",NZ40460309,NZ40460308,GRV,"100",,VC,"1915","100","0.80",,C,,STE-S140720,22.7098378902096,22.7098378902096,1
,"1300",NZ39465905,NZ39465903,GRV,,,Z,"1935","225","1.30",,C,,STE-S133820,21.1304361053154,21.1304361053154,1
,"1800",NZ39465921,NZ39465905,GRV,,,Z,"1935","225","1.80",,C,,STE-S144454,4.98505656936303,4.98505656936303,1
,"1800",NZ39465922,NZ39465921,GRV,,,Z,"1935","225","1.80",,C,,STE-S1327562,4.1096721280768,4.1096721280768,1
,"1800",NZ39465923,NZ39465922,GRV,,,Z,"1935","225","1.80",,C,,STE-S1327563,5.96384389467271,5.96384389467271,1
,"1800",NZ39465924,NZ39465923,GRV,,,Z,"1935","225","1.80",,C,,STE-S1327564,8.88410580752876,8.88410580752876,1
,,NZ39465906,NZ39465917,GRV,,,Z,"1935","150","1.70",,C,,STE-S133814,64.0934097235876,64.0934097235876,1
,"1150",NZ39465906,NZ39465907,GRV,"150",,VC,"1935","150","1.60",,C,,STE-S144455,24.4437130158221,24.4437130158221,1
,,NZ39465920,NZ39465904,GRV,,,Z,"1935","225","1.30",,C,,STE-S144432,25.0636502728726,25.0636502728726,1
,,NZ39466901,NZ39465904,GRV,"225",,Z,"1935","225","1.30",,C,,STE-S133810,28.661333552352,28.661333552352,1
"820",,NZ39466907,NZ39466901,GRV,"225",,VC,"1935","225","0.80",,C,,STE-S136592,49.764035859233,49.764035859233,1
"970",,NZ39466902,NZ39466909,GRV,"225",,Z,"1935","150","1.70",,C,,STE-S1238024,15.7245333475758,15.7245333475758,1
"930","970",NZ39466903,NZ39466902,GRV,,,Z,"1935","150","1.20",,C,,STE-S144419,4.75150334101535,4.75150334101535,1
,"930",NZ39466904,NZ39466903,GRV,,,Z,"1935","150","1.10",,C,,STE-S133802,19.230494793423,19.230494793423,1
,,NZ39466906,NZ39466904,GRV,,,Z,"1935","225","1.30",,C,,STE-S133801,26.9308381786076,26.9308381786076,1
,,NZ39467920,NZ39467903,GRV,"225",,VC,"1955","225","2.00",,C,,STE-S1248698,20.6077230668331,20.6077230668331,1
,"1500",NZ39467921,NZ39467904,GRV,,,,,,,01-01-2005,C,,STE-S1248705,6.21937303916584,6.21937303916584,1
,,NZ39467902,NZ39467926,GRV,"225",,CO,"1955","225","1.70",,C,,STE-S320030,5.10410119411945,5.10410119411945,1
"2410",,NZ39467905,NZ39467913,GRV,,,Z,"1955","150","2.40",,C,,STE-S136221,44.1711084081802,44.1711084081802,1
,,NZ39467921,NZ39467920,GRV,,,,,,,01-01-2005,C,,STE-S1248699,5.03250086935562,5.03250086935562,1
,,NZ39467914,NZ39467902,GRV,"300",,CO,"1955","300","1.20",,C,,STE-S320031,10.3616851911961,10.3616851911961,1
,,NZ39467908,NZ39467902,GRV,"225",,CO,"1955","225","1.20",,C,,STE-S136220,56.5953378027397,56.5953378027397,1
,,NZ39467915,NZ39467914,GRV,"300",,CO,"1955","300","1.10",,C,,STE-S320032,28.8617723121266,28.8617723121266,1
,,NZ39467911,NZ39467912,GRV,,,Z,"1905","225","1.20",,C,,STE-S136219,11.548755517333,11.548755517333,1
,,NZ39467923,NZ39467919,GRV,"150",,,,,,01-01-2005,F,,STE-S1248694,25.8985752504404,25.8985752504404,1
,,NZ39467922,NZ39467917,GRV,"1500",,CO,,,,01-01-2005,S,,STE-S1248688,32.1610206617155,32.1610206617155,1
,,NZ39467918,NZ39467911,GRV,"225",,VC,"1905","225","1.70",,C,,STE-S1248707,12.2633896211827,12.2633896211827,1
,,NZ39468916,NZ39467918,GRV,"225",,VC,"1905","225","1.70",,C,,STE-S1248708,44.9682291956892,44.9682291956892,1
,,NZ39468920,NZ39468925,GRV,"1500",,CO,,,,01-01-2005,S,,STE-S1248678,17.0185285497695,17.0185285497695,1
,,NZ39468921,NZ39468926,GRV,"375",,CO,,,,01-01-2005,C,,STE-S1248691,16.8514168543629,16.8514168543629,1
,,NZ39468917,NZ39468920,GRV,"1500",,CO,,,,01-01-2005,S,,STE-S1248679,20.239568300718,20.239568300718,1
,,NZ39468916,NZ39468921,GRV,"375",,CO,,,,01-01-2005,C,,STE-S1248692,23.4242958485806,23.4242958485806,1
,,NZ39467601,NZ39466601,GRV,,,Z,"1925","300","2.00",,C,,STE-S136229,113.676522101098,113.676522101098,1
,,NZ39465603,NZ39465604,GRV,"300",,PVC,"1965","300","3.60",01-01-2005,S,,STE-S339384,7.06303985544958,7.06303985544958,1
,,NZ39465604,NZ39465605,GRV,"1500",,CO,"1965","1200","2.90",01-01-2005,S,,STE-S339382,49.7376333373663,49.7376333373663,1
,,NZ39465605,NZ39465610,GRV,"1200",,CO,"1965","1200","1.20",01-01-2005,S,,STE-S339383,32.9965412884871,32.9965412884871,1
,,NZ39465608,NZ39465606,GRV,"300",,,"1925","300","2.00",,C,,STE-S339374,10.4467573917396,10.4467573917396,1
,,NZ39465606,NZ39465607,GRV,"300",,,"1925","300","2.00",,C,,STE-S339375,53.0474479405199,53.0474479405199,1
,,NZ39465607,NZ39465611,GRV,"300",,,"1925","300","2.00",,C,,STE-S339373,32.5729441101486,32.5729441101486,1
,,NZ39466601,NZ39465608,GRV,"300",,Z,"1925","300","2.00",,C,,STE-S144447,41.1133457285955,41.1133457285955,1
"1475",,NZ39466601,NZ39466704,GRV,"225",,VC,,,,01-01-2015,C,,STE-S1257492,60.5333011324347,60.5333011324347,1
,,NZ39465610,NZ39465707,GRV,"225",,PVC,"1925","225","1.80",01-01-2005,S,,STE-S339381,28.6404184326839,28.6404184326839,1
,,NZ39465611,NZ39465709,GRV,"150",,PVC,"1925","150","1.70",01-01-2005,F,,STE-S339386,28.7285013879648,28.7285013879648,1
,,NZ39465611,NZ39465612,GRV,"300",,PVC,"1925","300","2.00",,C,,STE-S339376,28.507466004581,28.507466004581,1
,,NZ39465707,NZ39465708,GRV,"225",,PVC,"1925","225","2.20",01-01-2005,S,,STE-S339379,24.4602210946878,24.4602210946878,1
,,NZ39465709,NZ39465710,GRV,"150",,PVC,"1925","150","3.00",01-01-2005,F,,STE-S339387,24.4426850611608,24.4426850611608,1
,,NZ39465710,NZ39465711,GRV,"150",,PVC,"1925","150","3.50",01-01-2005,F,,STE-S339388,29.3226740935577,29.3226740935577,1
,,NZ39466704,NZ39466705,GRV,"225",,VC,,,,01-01-2015,C,,STE-S1257491,18.1237847316967,18.1237847316967,1
"840","765",NZ39466705,NZ39466706,GRV,"150",,VC,,,,01-01-2015,C,,STE-S1257493,2.96288389914957,2.96288389914957,1
,,NZ39465703,NZ39465704,GRV,,,Z,"1925","225","1.20",,C,,STE-S133824,11.9646068468102,11.9646068468102,1
,,NZ39466701,NZ39466702,GRV,,,Z,"1905","150","1.20",,C,,STE-S133806,43.8444831307389,43.8444831307389,1
,,NZ39465702,NZ39465703,GRV,,,Z,"1925","225","1.30",,C,,STE-S144460,17.4858915701249,17.4858915701249,1
,,NZ39465701,NZ39465702,GRV,,,Z,"1925","225","1.30",,C,,STE-S133825,10.7629217687323,10.7629217687323,1
,,NZ39465706,NZ39465705,GRV,"525",,CO,"1935","600","1.30",,C,,STE-S144459,52.5769713182624,52.5769713182624,1
,,NZ39465706,NZ39465806,GRV,,,Z,"1935","150","1.20",,C,,STE-S133823,54.676916555431,54.676916555431,1
"2208","2144",NZ39465701,NZ39465706,GRV,"525",,CO,"1965","600","2.10",,C,,STE-S144461,9.03075439820192,9.03075439820192,1
,,NZ39466701,NZ39465701,GRV,"600",,CO,"1965","600","2.20",,C,,STE-S133812,56.1190139702773,56.1190139702773,1
,,NZ39466703,NZ39467701,GRV,,,Z,"1955","150","1.60",,S,,STE-S133799,27.3170683090447,27.3170683090447,1
,,NZ39466808,NZ39466701,GRV,"600",,CO,"1965","600","4.00",,C,,STE-S144422,8.21268147440339,8.21268147440339,1
,,NZ39466805,NZ39466808,GRV,"600",,CO,"1905","300","1.40",,C,,STE-S144420,46.5773316539497,46.5773316539497,1
,,NZ39466808,NZ39466807,GRV,,,Z,"1955","150","1.20",,C,,STE-S133805,40.0387118923823,40.0387118923823,1
,,NZ39467804,NZ39466805,GRV,"600",,CO,"1965","600","4.40",,C,,STE-S136227,60.4153689055527,60.4153689055527,1
,,NZ39466805,NZ39466803,GRV,,,Z,"1955","150","1.20",,C,,STE-S133803,62.6954492765679,62.6954492765679,1
,,NZ39467804,NZ39467809,GRV,,,Z,"1925","150","1.70",,C,,STE-S136225,49.7972727065185,49.7972727065185,1
"2310",,NZ39465804,NZ39465807,GRV,,,Z,"1905","300","2.30",,S,,STE-S133822,39.5728135593425,39.5728135593425,1
"1790","1790",NZ39465803,NZ39464811,GRV,"300",,VC,"1905","300","1.80",,C,,STE-S133816,83.904944371603,83.904944371603,1
,"1830",NZ39466802,NZ39465805,GRV,"300",,Z,"1925","300","1.80",,S,,STE-S144433,76.2428056664739,75.3646145415522,1.01165256573345
,,NZ39466802,NZ39465805,GRV,"300",,Z,"1925","300","1.80",,S,,STE-S136333,76.2034887929407,75.3646145415522,1.0111308769572
"1330","2330",NZ39465805,NZ39465804,GRV,"300",,VC,"1905","300","2.30",,S,,STE-S144457,24.5327854513374,24.5327854513374,1
,,NZ39467809,NZ39466804,GRV,,,Z,"1925","150","1.20",,C,,STE-S133796,24.2662832959882,24.2662832959882,1
