UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID,length,straightdis,sinuosity
,"1440",NZ29421508,NZ29421509,GRV,"150",,VC,"1935","150","1.40",,C,,STE-S203258,7.43191388540374,7.43191388540374,1
"1640","890",NZ29421514,NZ29422504,GRV,"100",,VC,"1935","100","0.90",,C,,STE-S203260,29.2601443092617,29.2601443092617,1
,"1970",NZ29422519,NZ29422503,GRV,"225",,Z,"1935","225","2.00",,C,,STE-S203286,13.1019788581393,13.1019788581393,1
,,NZ29422525,NZ29422519,GRV,"225",,Z,"1935","225","1.80",,C,,STE-S188327,19.9399114592471,19.9399114592471,1
,"1640",NZ29421519,NZ29421514,GRV,,,Z,"1935","150","1.60",,C,,STE-S203262,10.6735168056939,10.6735168056939,1
"1190","900",NZ29421510,NZ29421511,GRV,"100",,VC,"1935","100","0.90",,C,,STE-S203259,27.315511344338,27.315511344338,1
"1540","1210",NZ29421518,NZ29421510,GRV,"100",,VC,"1935","100","1.20",,C,,STE-S203261,11.1320835875117,11.1320835875117,1
"1650","910",NZ29421512,NZ29421513,GRV,"100",,VC,"1935","100","0.90",,C,,STE-S188325,20.7744177776326,20.7744177776326,1
,,NZ29422525,NZ29422522,GRV,"150",,VC,"1935","150","1.80",,F,,STE-S340935,4.59119875412573,4.59119875412573,1
,,NZ29421519,NZ29422525,GRV,"225",,Z,"1935","225","1.80",,C,,STE-S340932,12.9199698141702,12.9199698141702,1
,,NZ29420501,NZ29420502,GRV,"300",,VC,"1935","300","1.40",,C,,STE-S203234,66.2514150792268,66.2514150792268,1
,,NZ29422523,NZ29422524,GRV,"150",,VC,"1925","150","1.80",,F,,STE-S340933,24.0067476556754,24.0067476556754,1
,,NZ29422522,NZ29422523,GRV,"150",,VC,"1935","150","1.80",,F,,STE-S340934,19.4139535643531,19.4139535643531,1
,,NZ29421504,NZ29421519,GRV,"225",,Z,"1935","225","1.50",,C,,STE-S188321,32.9764094012711,32.9764094012711,1
,"1700",NZ29421504,NZ29421512,GRV,"100",,Z,"1935","100","1.70",,C,,STE-S203256,12.889642741352,12.889642741352,1
"1950","1540",NZ29421501,NZ29421518,GRV,,,Z,"1935","100","1.50",,C,,STE-S203254,15.6178898062912,15.6178898062912,1
,,NZ2942WC03,NZ2942WC02,GRV,,,,,,,,W,,STE-S340919,79.6010210903271,72.2304382514726,1.10204261551333
"1970",,NZ29421501,NZ29421504,GRV,"225",,Z,"1935","225","2.00",,C,,STE-S188319,41.8166699415674,41.8166699415674,1
,,NZ29422513,NZ29422516,GRV,"225",,Z,"1925","225","1.60",,S,,STE-S188349,9.05538513813742,9.05538513813742,1
,,NZ29421601,NZ29422513,GRV,"225",,Z,"1965","225","1.70",,S,,STE-S188328,39.8528543519784,39.8528543519784,1
"1540","2000",NZ29420503,NZ29421501,GRV,"225",,Z,"1935","225","2.00",,C,,STE-S203235,22.6854136836843,22.6854136836843,1
"1470",,NZ29420503,NZ29421606,GRV,,,Z,"1935","225","1.50",,C,,STE-S188301,27.6000993657746,27.6000993657746,1
,"2490",NZ29420502,NZ29421605,GRV,"300",,VC,"1915","300","2.50",,C,,STE-S188300,33.2637509159607,33.2637509159607,1
,"1630",NZ29421608,NZ29421601,GRV,"225",,Z,"1915","225","1.60",,S,,STE-S203264,60.3373784316017,60.3373784316017,1
"2490",,NZ29421605,NZ29420608,GRV,"225",,Z,"1915","225","2.50",,C,,STE-S340914,8.06308086277236,8.06308086277236,1
,,NZ29430603,NZ29430701,GRV,"225",,VC,"1965","225","2.00",,F,,STE-S340674,48.1162125275965,48.1162125275965,1
,,NZ29430606,NZ29430605,GRV,,,Z,"1965","150","1.60",,F,,STE-S203346,31.9530906173409,31.9530906173409,1
,,NZ29430505,NZ29430404,GRV,,,Z,"1965","150","1.60",,S,,STE-S188430,88.101925773515,88.101925773515,1
,,NZ29430506,NZ29430505,GRV,,,Z,"1965","300","2.00",,S,,STE-S188408,49.5100999797011,49.5100999797011,1
,,NZ29430601,NZ29430506,GRV,,,Z,"1965","225","1.60",,S,,STE-S203343,87.1299224430031,84.7496312676344,1.02808615376569
,"890",NZ29430607,NZ29430602,GRV,"150",,VC,"1965","150","0.90",,F,,STE-S203344,52.430890074487,52.430890074487,1
,"1670",NZ29430701,NZ29431701,GRV,"150",,VC,"1965","150","1.70",,F,,STE-S188410,65.8792437874147,65.8792437874147,1
,,NZ29430503,NZ29430403,GRV,,,Z,"1965","150","1.50",,F,,STE-S203364,73.5430292685379,73.5430292685379,1
"1380","1450",NZ29430604,NZ29430501,GRV,"150",,VC,"1965","150","1.40",,F,,STE-S188411,66.262312018219,66.262312018219,1
,,NZ29430505,NZ29431609,GRV,,,Z,"1965","225","2.00",,S,,STE-S203342,85.5628424025289,85.5628424025289,1
"880","1880",NZ29430602,NZ29431604,GRV,"150",,VC,"1965","150","1.90",,F,,STE-S188409,17.6231309930601,17.6231309930601,1
"1820","1490",NZ29431604,NZ29430604,GRV,"150",,VC,"1965","150","1.50",,F,,STE-S188414,23.941440934144,23.941440934144,1
"1470",,NZ29430604,NZ29431603,GRV,"150",,Z,"1965","150","1.90",,F,,STE-S203345,20.1901616140208,20.1901616140208,1
"1480",,NZ29431501,NZ29430503,GRV,"150",,Z,"1965","150","1.50",,F,,STE-S188412,70.1688912339315,70.1688912339315,1
"1770",,NZ29431601,NZ29430502,GRV,,,Z,"1965","150","1.80",,F,,STE-S188413,40.7739493548967,40.7739493548967,1
"1660","2380",NZ29431701,NZ29431605,GRV,"150",,VC,"1965","150","2.40",,F,,STE-S188418,62.4512784897387,62.4512784897387,1
,,NZ29431701,NZ29431704,GRV,"225",,Z,,,,01-01-2015,F,,STE-S1333082,51.6674798495031,51.6674798495031,1
,"1890",NZ29431603,NZ29431601,GRV,"150",,VC,"1965","150","2.10",,F,,STE-S203348,20.972599886541,20.972599886541,1
"1880","1500",NZ29431601,NZ29431501,GRV,"150",,VC,"1965","150","1.50",,F,,STE-S203347,34.4592556652085,34.4592556652085,1
,,NZ29431609,NZ29431610,GRV,,,Z,"1965","225","1.90",,S,,STE-S188417,48.0832611206852,48.0832611206852,1
"2370",,NZ29431605,NZ29431606,GRV,"150",,VC,"1965","150","2.40",,F,,STE-S203349,36.9396935151829,36.9396935151829,1
,,NZ29431612,NZ29431611,GRV,"225",,Z,,,,01-01-2015,F,,STE-S1333077,22.5906651739449,22.5906651739449,1
,,NZ29431613,NZ29431612,GRV,"225",,Z,,,,01-01-2015,F,,STE-S1333078,35.8365817844755,35.8365817844755,1
,,NZ29431704,NZ29431703,GRV,"225",,Z,,,,01-01-2015,F,,STE-S1333081,9.50651150530136,9.50651150530136,1
,,NZ29431613,NZ29431614,GRV,"150",,Z,,,,01-01-2015,F,,STE-S1333108,11.2614395615837,11.2614395615837,1
,,NZ29431702,NZ29431613,GRV,"225",,Z,,,,01-01-2015,F,,STE-S1333079,28.0237874849501,28.0237874849501,1
,,NZ29431703,NZ29431702,GRV,"225",,Z,,,,01-01-2015,F,,STE-S1333080,21.4360875395341,21.4360875395341,1
,,NZ29431615,NZ29431705,GRV,"1200",,CO,,,,01-01-2015,S,,STE-S1333113,28.4490424795612,28.4490424795612,1
,,NZ29432613,NZ29431615,GRV,"1200",,CO,,,,01-01-2015,S,,STE-S1333112,56.0749129112437,56.0749129112437,1
,"1670",NZ29431606,NZ29431607,GRV,,,Z,"1965","150","1.70",,F,,STE-S203350,32.2894238103555,32.2894238103555,1
"1640",,NZ29431607,NZ29431608,GRV,,,Z,"1965","150","1.60",,F,,STE-S188416,24.3865399759558,24.3865399759558,1
,,NZ29430003,NZ29430104,GRV,,,Z,"1945","150","2.00",,C,,STE-S203369,144.844744467999,144.844744467999,1
"1280","1020",NZ29430001,NZ29430102,GRV,"150",,VC,"1945","150","1.00",,C,,STE-S188434,62.4411813549252,62.4411813549252,1
,,NZ29430103,NZ29431103,GRV,,,Z,"1945","150","1.60",,F,,STE-S188435,51,51,1
,,NZ29431003,NZ29431001,GRV,"150",,Z,"1915","150","1.50",,F,,STE-S203371,62.6597957226163,62.6597957226163,1
,,NZ29431103,NZ29431102,GRV,,,Z,"1945","150","1.50",,F,,STE-S203373,21.095023109729,21.095023109729,1
,,NZ29431001,NZ29431106,GRV,"150",,Z,"1915","150","1.50",,F,,STE-S203370,40.853396431631,40.853396431631,1
,"1450",NZ29431004,NZ29431002,GRV,"150",,Z,"1915","150","1.80",,F,,STE-S188437,45.0157504213891,45.0157504213891,1
"1450",,NZ29431002,NZ29431105,GRV,"150",,Z,"1915","150","1.40",,F,,STE-S188436,71.9452832783253,71.9452832783253,1
,,NZ29431102,NZ29431101,GRV,,,Z,"1945","150","1.50",,F,,STE-S188438,40.9176001251295,40.9176001251295,1
,,NZ29432001,NZ29431104,GRV,"150",,Z,"1915","150","1.50",,F,,STE-S188439,98.0051019080129,98.0051019080129,1
,,NZ29432208,NZ29432209,GRV,"1050",,CO,,,,01-01-2015,S,,STE-S1260295,35.5411958437348,35.5411958437348,1
"1130",,NZ29432002,NZ29432103,GRV,"150",,VC,"1915","150","1.10",,C,,STE-S188440,35.8730382599995,35.8730382599995,1
"1310","1150",NZ29432004,NZ29432002,GRV,"150",,VC,"1915","150","1.20",,C,,STE-S188441,17.621350600894,17.621350600894,1
"1130","870",NZ29432002,NZ29432102,GRV,"150",,VC,"1915","150","0.90",,C,,STE-S203374,41.0548646082513,41.0548646082513,1
,"1320",NZ29432007,NZ29432004,GRV,,,Z,"1915","150","1.30",,C,,STE-S188442,22.9847832271176,22.9847832271176,1
,,NZ29432105,NZ29432104,GRV,"150",,VC,"2005","150","2.90",,S,,STE-S317347,24.8040000000037,24.8040000000037,1
,,NZ29432210,NZ29432208,GRV,"450",,CO,,,,01-01-2015,S,,STE-S1260296,14.6065336408067,14.6065336408067,1
,"880",NZ29432007,NZ29432006,GRV,,,Z,"1915","100","0.90",01-01-1935,C,,STE-S203377,30.9164986697753,30.9164986697753,1
"1660",,NZ29432003,NZ29432007,GRV,,,Z,"1925","225","1.70",,C,,STE-S203375,32.8950559355215,32.8950559355215,1
,,NZ29432213,NZ29432205,GRV,"150",,,,,,,S,,STE-S1258136,16.1334647549684,16.1334647549684,1
,,NZ29432207,NZ29432206,GRV,"150",,Z,,,,,F,,STE-S1258253,13.5844604235496,13.5844604235496,1
,,NZ29432218,NZ29432210,GRV,"150",,,,,,01-01-2015,S,,STE-S1260297,8.46686039804228,8.46686039804228,1
"870",,NZ29432102,NZ29432101,GRV,,,VC,"1915","150","0.90",,C,,STE-S188443,29.6925877956208,29.6925877956208,1
"900",,NZ29432213,NZ29432217,GRV,"150",,,,,,,S,,STE-S1306961,10.3627782471334,10.3627782471334,1
,,NZ29432108,NZ29432105,GRV,"900",,CO,"2005","900","3.00",,S,,STE-S317348,22.0130987595382,22.0130987595382,1
,,NZ29432110,NZ29432108,GRV,"900",,CO,"2005","900","1.90",,S,,STE-S317349,9.43777309542391,9.43777309542391,1
,,NZ29432202,NZ29432204,GRV,"150",,VC,"1955","150","2.00",,S,,STE-S317351,12.8636569061374,12.8636569061374,1
"770",,NZ29432204,NZ29432218,GRV,"150",,VC,"2005","150","3.00",,S,,STE-S1390316,43.7351459240817,43.7351459240817,1
,,NZ29432107,NZ29432106,GRV,"150",,VC,"2005","150","1.80",,F,,STE-S317344,18.0362772211642,18.0362772211642,1
,,NZ29432109,NZ29432107,GRV,"150",,VC,"2005","150","2.40",,F,,STE-S317345,10.8290078030774,10.8290078030774,1
"1850",,NZ29432201,NZ29432109,GRV,"150",,VC,"2005","150","2.40",,F,,STE-S317346,80.2769431530948,80.2769431530948,1
,,NZ29432218,NZ29432110,GRV,"150",,VC,"2005","150","3.00",,S,,STE-S317350,33.464671520791,33.464671520791,1
,"4290",NZ28429401,NZ29420407,GRV,"450",,Z,"1935","450","4.30",,C,,STE-S204521,111.412876082595,111.412876082595,1
"1350","950",NZ29420403,NZ29420406,GRV,"150",,VC,"1935","150","1.00",,C,,STE-S189531,73.5328598247733,73.5328598247733,1
,,NZ29420405,NZ29421411,GRV,,,Z,"1935","150","2.00",,C,,STE-S189532,34.7319737561711,34.7319737561711,1
,,NZ29421414,NZ29421409,GRV,,,Z,"1935","150","1.50",,C,,STE-S204470,12.3676087017319,12.3676087017319,1
,"2010",NZ29421409,NZ29422412,GRV,"150",,Z,"1935","150","2.00",,C,,STE-S189550,33.8267528740162,33.8267528740162,1
,,NZ29420404,NZ29420405,GRV,,,Z,"1935","150","1.20",,C,,STE-S204450,15.4026946019219,15.4026946019219,1
,"2140",NZ29421414,NZ29421408,GRV,"150",,VC,"1935","150","2.10",,C,,STE-S189552,9.0899085253793,9.0899085253793,1
"2710",,NZ29421402,NZ29421414,GRV,,,Z,"1935","225","2.70",,C,,STE-S189547,63.4445354306168,63.4445354306168,1
,,NZ29422413,NZ29422411,GRV,,,Z,"1935","150","2.00",,C,,STE-S1249998,6.10028359998571,6.10028359998571,1
"1960",,NZ29422412,NZ29422510,GRV,"150",,VC,"1935","150","2.00",,C,,STE-S188206,72.7193450624063,72.7192904943363,1.00000075039332
"2100",,NZ29421408,NZ29421407,GRV,"150",,VC,"1935","150","2.10",,C,,STE-S204468,30.5591659899416,30.5591659899416,1
"1270",,NZ29421402,NZ29420404,GRV,,,Z,"1935","150","1.30",,C,,STE-S204466,22.473366392237,22.473366392237,1
,"3240",NZ28429401,NZ29420403,GRV,"300",,Z,"1935","375","3.20",,C,,STE-S189603,71.7594068606475,71.7594068606475,1
"1310",,NZ29421404,NZ29421405,GRV,"100",,VC,"1935","100","1.30",,C,,STE-S189549,34.7475599863199,34.7475599863199,1
,,NZ29422511,NZ29421406,GRV,,,Z,"1935","150","2.00",,C,,STE-S189604,51.9124345341061,51.8868962263113,1.00049219185675
,,NZ29421402,NZ29421403,GRV,"150",,VC,"1935","150","1.40",,C,,STE-S340922,12.8173615069892,12.8173615069892,1
,"2780",NZ29420401,NZ29421402,GRV,,,Z,"1935","225","2.80",,C,,STE-S204448,24.5733432198184,24.5733432198184,1
"3220",,NZ29420403,NZ29420402,GRV,,,Z,"1935","300","3.20",,C,,STE-S189530,16.8829521411118,16.8829521411118,1
"3210","2600",NZ29420403,NZ29420401,GRV,"225",,Z,"1935","225","2.60",,C,,STE-S204449,20.3530359652008,20.3530359652008,1
"1870","1330",NZ29421403,NZ29421404,GRV,"100",,VC,"1935","100","1.30",,C,,STE-S189548,14.0692301139574,14.0692301139574,1
"1760",,NZ29421403,NZ29421401,GRV,,,Z,"1935","150","2.30",,C,,STE-S204467,7.04486486735191,7.04486486735191,1
,,NZ29420402,NZ29420506,GRV,,,Z,"1935","300","3.00",,C,,STE-S189599,47.194741522144,47.1831537733543,1.00024559080653
,,NZ29421507,NZ29421517,GRV,"150",,VC,"1935","150","2.00",,C,,STE-S203257,60.8276253029822,60.8276253029822,1
"1540","1520",NZ29421505,NZ29421503,GRV,"150",,VC,"1935","150","1.50",,C,,STE-S188322,11.6975214468097,11.6975214468097,1
"1340",,NZ29422512,NZ29422511,GRV,"100",,Z,"1935","100","1.30",,C,,STE-S188348,23.7519948845899,23.7519948845899,1
"1240",,NZ29421515,NZ29421516,GRV,"100",,Z,"1935","100","1.20",,C,,STE-S188326,18.319368575375,18.319368575375,1
"1810","1550",NZ29421502,NZ29421505,GRV,"150",,Z,"1935","150","1.70",,C,,STE-S188320,12.2390480839156,12.2390480839156,1
"1830",,NZ29421502,NZ29421507,GRV,"150",,Z,"1935","150","1.80",,C,,STE-S203255,17.0898375650895,17.0898375650895,1
,"1850",NZ29420504,NZ29421502,GRV,,,Z,"1935","150","1.80",,C,,STE-S188302,28.3255105514381,28.3255105514381,1
,,NZ28429812,NZ28429816,GRV,"1800",,CO,"1915","300","1.40",01-01-2015,C,,STE-S202995,29.4342674446584,29.4342674446584,1
,,NZ28429903,NZ28429904,GRV,"225",,VC,"1995","225","1.60",,S,,STE-S316656,22.3115016303136,22.3115016303136,1
,,NZ28429809,NZ28429810,GRV,,,Z,"1925","150","2.00",,C,,STE-S188055,16.7798241945498,16.7798241945498,1
,,NZ28429808,NZ28429809,GRV,,,Z,"1945","150","1.20",,C,,STE-S202993,16.5529453572468,16.5529453572468,1
,,NZ28429816,NZ28429808,GRV,,,Z,"1935","150","1.50",,C,,STE-S202997,11.8991579533687,11.8991579533687,1
,,NZ28429816,NZ28429820,GRV,"1350",,CO,"1915","300","2.30",01-01-2015,C,,STE-S340931,15.5192527203882,15.5192527203882,1
,,NZ28429807,NZ28429806,GRV,,,Z,"1965","150","1.60",,F,,STE-S188054,7.07106781186548,7.07106781186548,1
,,NZ28429806,NZ28429805,GRV,,,Z,"1965","150","1.50",,F,,STE-S202992,8.06225774829855,8.06225774829855,1
,,NZ28429710,NZ28429807,GRV,,,Z,"1915","150","1.60",,F,,STE-S202981,9.7082439194738,9.7082439194738,1
,,NZ28429819,NZ28429818,GRV,"150",,VC,"1915","150","1.40",,C,,STE-S340928,11.9094483919034,11.9094483919034,1
,,NZ28429805,NZ28429817,GRV,,,Z,"1915","150","1.50",,F,,STE-S202718,15.4810054259908,15.4810054259908,1
,,NZ28429820,NZ29420801,GRV,"1350",,CO,"1915","225","1.80",01-01-2015,C,,STE-S203000,40.2558540463208,40.2558540463208,1
"2700",,NZ28429820,NZ28429819,GRV,"150",,VC,"1915","150","1.40",,C,,STE-S340930,13.9703557935141,13.9703557935141,1
,,NZ28429901,NZ29420905,GRV,,,Z,"1995","375","2.30",,C,,STE-S188061,82.2986896918671,82.2986896918671,1
,,NZ28429819,NZ29420817,GRV,"150",,VC,"1915","150","1.40",,C,,STE-S340929,27.087050503891,27.087050503891,1
,,NZ29420906,NZ29420816,GRV,"450",,CO,"1995","450","1.60",,S,,STE-S316658,57.0323384844106,57.0323384844106,1
,,NZ29420801,NZ29420814,GRV,"525",,CO,"1965","450","2.70",01-01-2015,C,,STE-S188309,28.1389960197869,28.1389960197869,1
"2780",,NZ29420801,NZ29420818,GRV,,,,,,,,C,,STE-S1258324,16.1022499359939,16.1022499359939,1
,,NZ29420907,NZ29420908,GRV,"225",,VC,"1995","225","1.60",,S,,STE-S316660,15.9341810269232,15.9341810269232,1
"1020",,NZ29420901,NZ29431003,GRV,,,Z,"1915","150","1.00",,F,,STE-S203437,69.5647180688602,69.5647180688602,1
,"1020",NZ29420903,NZ29420901,GRV,"225",,Z,"1915","225","1.00",,C,,STE-S188317,48.2830197895699,48.2830197895699,1
"2164",,NZ29420814,NZ29420808,GRV,"150",,Z,"1915","225","1.40",01-01-1935,C,,STE-S203250,16.1366341285371,16.1366341285371,1
,,NZ29420815,NZ29420810,GRV,"225",,Z,"1915","225","1.60",01-01-1935,C,,STE-S188338,25.21552934206,25.21552934206,1
,"1200",NZ29420810,NZ29420808,GRV,"225",,CO,"1965","225","1.40",01-01-1935,C,,STE-S188313,5.89577993145638,5.89577993145638,1
,"1370",NZ29420808,NZ29420807,GRV,"150",,VC,"1915","150","1.40",01-01-1935,C,,STE-S188312,10.3301091959432,10.3301091959432,1
"1270",,NZ29420807,NZ29420813,GRV,"100",,VC,"1915","100","1.30",01-01-1935,C,,STE-S188311,29.0341603288268,29.0341603288268,1
,,NZ29420807,NZ29420809,GRV,"100",,VC,"1915","100","1.10",01-01-1935,C,,STE-S203246,6.96517745645631,6.96517745645631,1
"880",,NZ29420904,NZ29420903,GRV,"225",,Z,"1915","225","0.80",,C,,STE-S188318,44.9531090137087,44.9531090137087,1
,,NZ29420903,NZ29420902,GRV,,,Z,"1915","150","2.00",,C,,STE-S203252,51.8652099195598,51.8652099195598,1
,,NZ29420813,NZ2942P048,GRV,"100",,VC,"1915","150","2.00",01-01-1935,C,,STE-S203249,5.50250170372326,5.50250170372326,1
,,NZ29420813,NZ29420812,GRV,"100",,VC,"1915","100","1.20",01-01-1935,C,,STE-S188314,5.29528894403966,5.29528894403966,1
,,NZ29420608,NZ29421609,GRV,,,,"1915","225","1.80",,C,,STE-S340915,14.0227904855002,14.0227904855002,1
,"2470",NZ29420608,NZ29420603,GRV,"225",,VC,"1915","225","2.40",,C,,STE-S188331,30.6846648670301,30.6846648670301,1
"2460","2190",NZ29420603,NZ29420602,GRV,"225",,VC,"1915","225","2.50",,C,,STE-S203239,53.771781484366,53.771781484366,1
"2290","1950",NZ29420603,NZ29420604,GRV,"225",,Z,"1965","225","2.00",,C,,STE-S188305,21.8541170949347,21.8541170949347,1
,"2250",NZ29420604,NZ29420605,GRV,"225",,VC,"1965","225","2.10",,C,,STE-S203240,26.6833281282527,26.6833281282527,1
,,NZ29421610,NZ29420708,GRV,"150",,VC,"1915","150","1.40",,C,,STE-S340917,41.5179574762952,41.5179574762952,1
,"160",NZ29420605,NZ29420701,GRV,,,Z,"1965","150","1.60",,C,,STE-S203241,44.5,44.5,1
,,NZ29420605,NZ29420606,GRV,,,Z,"1965","225","2.00",,C,,STE-S188306,25.0449595727364,25.0449595727364,1
,"2270",NZ29420607,NZ28429726,GRV,"225",,VC,"1965","225","2.30",,F,,STE-S203007,30.055946799268,30.055946799268,1
,"1500",NZ29420607,NZ29420704,GRV,,,Z,"1965","150","1.50",,C,,STE-S203242,13,13,1
"1010",,NZ28429724,NZ28429610,GRV,"150",,Z,"1965","150","1.00",,F,,STE-S202988,6.6942698631113,6.6942698631113,1
,,NZ29420708,NZ29420709,GRV,,,,"1915","225","1.80",,C,,STE-S340916,65.1122192065258,65.1122192065258,1
"2190","1200",NZ28429726,NZ28429725,GRV,"150",,VC,"1965","150","1.20",,F,,STE-S202990,11.2202134115416,11.2202134115416,1
"2230","2080",NZ28429726,NZ28429713,GRV,"225",,VC,"1965","225","2.10",,F,,STE-S188051,40.1094530628618,40.1094530628618,1
"1180","1020",NZ28429725,NZ28429724,GRV,"150",,VC,"1965","150","1.00",,F,,STE-S188050,11.9439649195273,11.9439649195273,1
,"1210",NZ29420704,NZ29420703,GRV,,,Z,"1935","150","1.20",,C,,STE-S203243,11.0453610171873,11.0453610171873,1
,,NZ29420703,NZ29420706,GRV,"150",,Z,"1965","150","2.00",,C,,STE-S203150,18.1988821634577,18.1988821634577,1
,"1330",NZ29420704,NZ29420702,GRV,,,Z,"1935","150","1.30",,C,,STE-S188308,26.5047165613971,26.5047165613971,1
"1630","1370",NZ28429715,NZ28429716,GRV,"150",,VC,"1965","150","1.40",,F,,STE-S188046,26.8361728456236,26.8361728456236,1
"1880","1760",NZ28429714,NZ28429715,GRV,"150",,VC,"1965","150","1.80",,F,,STE-S202984,9.29967494052272,9.29967494052272,1
"1740","1060",NZ28429715,NZ28429718,GRV,"100",,VC,"1965","100","1.10",,F,,STE-S202985,8.84406603317156,8.84406603317156,1
"1900","1910",NZ28429713,NZ28429714,GRV,"150",,VC,"1965","150","1.90",,F,,STE-S188045,11.8493737387108,11.8493737387108,1
"2070","1960",NZ28429713,NZ28429712,GRV,,,Z,"1965","225","2.00",,F,,STE-S202983,17.7521223801137,17.7521223801137,1
,"1970",NZ28429712,NZ28429711,GRV,,,Z,"1965","225","2.00",,F,,STE-S188044,7.15891053163818,7.15891053163818,1
,,NZ28429711,NZ28429710,GRV,,,Z,"1965","150","1.80",,F,,STE-S202982,23.7592087410334,23.7592087410334,1
,"1740",NZ28429711,NZ28429709,GRV,,,Z,"1965","150","1.70",,F,,STE-S188043,27.0185121722126,27.0185121722126,1
,"1400",NZ28429709,NZ28429804,GRV,,,Z,"1965","150","1.40",,F,,STE-S188042,39.1695034433678,39.1695034433678,1
,,NZ2942A005,NZ2942P071,GRV,,,,,,,,C,,STE-S1276099,1.63345798842447,1.63345798842447,1
,,NZ29420710,NZ2942A005,GRV,,,,,,,,C,,STE-S1253112,2.03377702809825,2.03377702809825,1
,,NZ29420710,NZ2942P070,GRV,,,,,,,,C,,STE-S1253113,1.86959086434026,1.86959086434026,1
,,NZ29420813,NZ29420710,GRV,,,,,,,,C,,STE-S1253114,19.0451176158214,19.0451176158214,1
,,NZ28438404,NZ28438303,GRV,,,Z,"1955","150","1.50",,F,,STE-S203602,56.302753041037,56.302753041037,1
,,NZ28438509,NZ28438505,GRV,,,Z,"1955","225","2.00",,S,,STE-S188075,26.9099464882867,26.9099464882867,1
,,NZ28438204,NZ28439204,GRV,,,Z,"1945","225","1.40",,C,,STE-S188664,98.4441466010042,98.4441466010042,1
,,NZ28438405,NZ28439304,GRV,,,Z,"1955","150","1.60",,S,,STE-S203603,53.3900739838409,53.3900739838409,1
,,NZ28438505,NZ28439506,GRV,,,Z,"1955","150","1.90",,S,,STE-S203013,83.1343024569519,83.1343024569519,1
,,NZ28438505,NZ28438409,GRV,"225",,Z,"1965","225","1.90",,S,,STE-S188085,68.8337164477142,68.8337164477142,1
,,NZ28438303,NZ28438301,GRV,,,Z,"1955","150","1.50",,F,,STE-S203597,43.8292140016223,43.8292140016223,1
,,NZ28438507,NZ28438508,GRV,"150",,Z,"1955","150","1.80",,F,,STE-S203014,22.2459377191334,22.2459377191334,1
"1710",,NZ28438507,NZ28439505,GRV,,,Z,"1955","150","1.70",,F,,STE-S188074,31.6660453009798,31.6660453009798,1
,,NZ28438508,NZ28439415,GRV,"150",,VC,"1955","150","1.80",,F,,STE-S340517,39.4194115887262,39.4194115887262,1
,,NZ28438508,NZ28438410,GRV,"150",,VC,"1965","150","1.80",,F,,STE-S188088,28.1527807684791,28.1527807684791,1
,,NZ28439304,NZ28438302,GRV,,,Z,"1965","150","1.60",,S,,STE-S203611,48.541219597369,48.541219597369,1
,,NZ28438406,NZ28439404,GRV,,,Z,"1955","150","1.50",,F,,STE-S203604,47.5630348590108,47.5630348590108,1
,,NZ28438410,NZ28438406,GRV,,,Z,"1965","150","1.50",,F,,STE-S188674,14.185319347801,14.185319347801,1
,,NZ28438409,NZ28439403,GRV,,,Z,"1955","150","1.60",,S,,STE-S203606,76.5375724726098,76.5375724726098,1
,,NZ28438410,NZ28439406,GRV,,,Z,"1965","150","1.60",,F,,STE-S203607,62.6198850206546,62.6198850206546,1
,,NZ28438303,NZ28439303,GRV,,,Z,"1955","150","1.50",,F,,STE-S188665,21.4709105535839,21.4709105535839,1
,,NZ28439304,NZ28439305,GRV,,,Z,"1955","150","1.60",,S,,STE-S188678,22.4722050542442,22.4722050542442,1
,,NZ28439505,NZ28439408,GRV,,,Z,"1955","150","1.50",,F,,STE-S203027,55.912353778003,55.912353778003,1
,,NZ28439415,NZ28439414,GRV,"150",,VC,"1955","150","1.60",,F,,STE-S340519,37.7589749993407,37.7589749993407,1
,,NZ28439401,NZ28439302,GRV,,,Z,"1955","150","1.50",,F,,STE-S188679,22.8035085019828,22.8035085019828,1
,,NZ28439409,NZ28439407,GRV,,,Z,"1955","150","1.60",,S,,STE-S188681,42.2670084108161,42.2670084108161,1
,,NZ28439403,NZ28439402,GRV,,,Z,"1955","150","1.60",,S,,STE-S203612,25.8069758011279,25.8069758011279,1
,,NZ28439405,NZ28439401,GRV,,,Z,"1955","150","1.50",,F,,STE-S188680,39.1184099881373,39.1184099881373,1
,,NZ28439406,NZ28439405,GRV,,,Z,"1955","150","1.60",,F,,STE-S203613,22.3886131772381,22.3886131772381,1
,,NZ28439506,NZ28439409,GRV,,,Z,"1955","150","1.60",,S,,STE-S203028,8.63644979140172,8.63644979140172,1
,,NZ28439414,NZ28439413,GRV,"150",,VC,"1955","150","1.60",,F,,STE-S340516,11.6774477090892,11.6774477090892,1
,,NZ28439409,NZ28439410,GRV,,,Z,"1965","150","2.10",,S,,STE-S203548,45.9201137302505,45.9201137302505,1
,,NZ28439408,NZ28439411,GRV,,,Z,"1965","150","1.60",,F,,STE-S188615,45.072449256727,45.072449256727,1
